Customer Number_x,Account Name,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude,Exception Report
2,Utah State University,87-R-0002,Class R - Research Facility,Active,,V.P. FOR RESEARCH/1450 OLD MAIN HILL,,"LOGAN, UT 84322",Cache,2,2024,,,83.0,1440.0,,,230.0,22.0,88.0,,41.641189,-111.896571,False
3,Brigham Young University,87-R-0003,Class R - Research Facility,Active,,Research Administration Office,"A-285, ASB","PROVO, UT 84602",Utah,3,2024,,,,,,,,,,,40.356343,-111.732476,False
5,Weber State University,87-R-0008,Class R - Research Facility,Active,,3850 Dixon Parkway Department 1027,,"OGDEN, UT 84408",Weber,5,2024,,,,,,,,,,,41.193322,-111.946133,False
12,University of Utah,87-R-0001,Class R - Research Facility,Active,,OFFICE OF COMPARATIVE MEDICINE,"75 SOUTH 2000 EAST, SUITE 311","SALT LAKE CITY, UT 84112",Salt Lake,12,2024,43.0,8.0,151.0,,290.0,27.0,151.0,101.0,,,40.765868,-111.840284,True
15,University of Alaska Fairbanks,96-R-0001,Class R - Research Facility,Active,,PO Box 756980,1033 Sheenjek Dr. 103 BiRD Bldg.,"Fairbanks, AK 99775",Fairbanks North Star,15,2024,,,,,,,,,23.0,,67.094545,-149.336012,False
16,University of Wyoming,83-R-0001,Class R - Research Facility,Active,,1000 E. University Ave.,Department 3355,"Laramie, WY 82071",Albany,16,2024,,,,,,,,30.0,,,41.312911,-105.591332,False
17,Eastern Wyoming College,83-R-0004,Class R - Research Facility,Active,,3200 WEST C STREET,,"TORRINGTON, WY 82240",Goshen,17,2024,79.0,102.0,3.0,2.0,14.0,,,,64.0,,42.078716,-104.19059,False
18,Queens Medical Center,95-R-0003,Class R - Research Facility,Active,,1301 PUNCHBOWL STREET,,"HONOLULU, HI 96813",Honolulu,18,2024,,,,,,,,,,,21.307871,-157.853918,False
19,University of Hawaii System,95-R-0002,Class R - Research Facility,Active,,"2425 Campus Road, Sinclair 10",,"Honolulu, HI 96822",Honolulu,19,2024,118.0,69.0,12.0,,5.0,,82.0,,230.0,,21.299141,-157.82035,False
39,Connecticut College,16-R-0017,Class R - Research Facility,Active,,270 MOHEGAN AVENUE,,"NEW LONDON, CT 06320",New London,39,2024,,,,,,,,,,,41.378836,-72.106367,False
44,UCONN Health Center,16-R-0025,Class R - Research Facility,Active,,263 FARMINGTON AVENUE,,"FARMINGTON, CT 06030",Hartford,44,2024,,,,,136.0,,,,,,41.73173,-72.7912,True
45,University Of Delaware,50-R-0006,Class R - Research Facility,Active,,79 E DELAWARE AVENUE,,"NEWARK, DE 19711",New Castle,45,2024,,,,,,,,,,,39.681711,-75.75014,False
46,Quinnipiac University,16-R-0060,Class R - Research Facility,Active,,275 Mount Carmel Avenue,EC-BMS Biomedical Sciences,"Hamden, CT 06518",New Haven,46,2024,,,,,,,,,,,41.417969,-72.892989,False
47,The Nemours Foundation (ALFRED I DUPONT HOSPITAL FOR CHILDREN),50-R-0009,Class R - Research Facility,Active,,1600 ROCKLAND RD,,"WILMINGTON, DE 19803",New Castle,47,2024,,,,,,,,45.0,,,39.779401,-75.555531,False
48,Yale University,16-R-0001,Class R - Research Facility,Active,,OFFICE OF RESEARCH ADMIN,PO BOX 208327,"NEW HAVEN, CT 06520",New Haven,48,2024,12.0,,69.0,432.0,20.0,101.0,2.0,92.0,,,41.365709,-72.927507,True
50,John B. Pierce Laboratory,16-R-0057,Class R - Research Facility,Cancelled,,290 Congress Ave,,"New Haven, CT 06519",New Haven,50,2024,,,,,,,,57.0,,,41.301838,-72.932516,False
51,Hartford Hospital,16-R-0007,Class R - Research Facility,Active,,"DIR., PRECLINICAL RES. DEPT, CRANE 4, 80 SEYMOUR STREET, P O BOX 5037",,"HARTFORD, CT 06102",Hartford,51,2024,,,,,,,,53.0,,,41.791776,-72.718832,False
52,University of Connecticut,16-R-0008,Class R - Research Facility,Active,,"438 Whitney Rd Ext. Unit 1006, Whetten Grad Center",,"Storrs, CT 06269",Tolland,52,2024,,,36.0,,71.0,,,,25.0,,41.805827,-72.250644,True
55,Boehringer Ingelheim Pharmaceuticals Inc,16-R-0029,Class R - Research Facility,Active,,"900 RIDGEBURY ROAD,  BOX 368",ATTN: Animal Resources,"RIDGEFIELD, CT 06877",Fairfield,55,2024,44.0,,,,10.0,67.0,,,,,41.375007,-73.526267,False
56,"Sea Research Foundation, Inc (Mystic Aquarium)",16-R-0031,Class R - Research Facility,Active,,55 Coogan Blvd.,,"Mystic, CT 06355",New London,56,2024,,,,,,,,,,,41.373372,-71.952474,False
59,Childrens National Medical Center (CHILDRENS RESEARCH INSTITUTE),10-R-0011,Class R - Research Facility,Active,,"111 MICHIGAN AVENUE, NW, ROOM 115",,"WASHINGTON, DC 20010",District of Columbia,59,2024,,,15.0,,,,,73.0,,,38.927687,-77.013754,True
61,The CT Agriculture Experiment Station,16-R-0039,Class R - Research Facility,Active,,123 HUNTINGTON STREET,BOX 1106,"NEW HAVEN, CT 06504",New Haven,61,2024,,,3.0,,2.0,,,,,,41.331011,-72.918871,False
66,MedStar Health Research Institute (WASHINGTON HOSPITAL CENTER),10-R-0001,Class R - Research Facility,Active,,GEORGE HYMAN MEM.RESEARCH BLDG RM 126,108 IRVING STREET NW,"WASHINGTON, DC 20010",District of Columbia,66,2024,,,,,56.0,,,88.0,,,38.844589,-77.016057,False
68,"Bushover's Biologicals, Inc.",11-R-0012,Class R - Research Facility,Active,,992 CROSS HILL ROAD,,"VASSALBORO, ME 04989",Kennebec,68,2024,,,,,25.0,,,,14.0,,44.396293,-69.64573,False
69,Georgetown University,10-R-0004,Class R - Research Facility,Active,,"3950 RESERVOIR RD, NW",BASIC SCIENCE ROOM G05,"WASHINGTON, DC 20057",District of Columbia,69,2024,,,,46.0,,14.0,,,,,38.911487,-77.077785,False
70,The George Washington University,10-R-0005,Class R - Research Facility,Active,,2300 EYE ST NW,"ANML RES FAC.,ROSS B-12","WASHINGTON, DC 20037",District of Columbia,70,2024,8.0,,8.0,198.0,12.0,,,,,,38.902991,-77.049381,True
71,Maine Medical Center (MaineHealth Institute for Research (MHIR)),11-R-0002,Class R - Research Facility,Active,,81 Research Drive,,"Scarborough, ME 04074",Cumberland,71,2024,,,,,,,,,,,43.604632,-70.314455,False
75,University Of Maine,11-R-0006,Class R - Research Facility,Active,,5703 Alumni Hall,ROOM 311,"ORONO, ME 04469",Penobscot,75,2024,,,,,5.0,,,,,,44.901059,-68.668317,False
81,Johns Hopkins University,51-R-0006,Class R - Research Facility,Active,,"720 Rutland Ave, Ross 459",,"Baltimore, MD 21205",Baltimore city,81,2024,49.0,310.0,390.0,179.0,485.0,96.0,6.0,533.0,,,39.298809,-76.592296,True
86,Towson University (OFFICE OF SPONSORED PROGRAM & RESEARCH),51-R-0099,Class R - Research Facility,Active,,Office of Sponsored Programs and Research 8000 York Rd,,"Towson, MD 21252",Baltimore,86,2024,,,,,,,,,,,39.394822,-76.610885,False
89,University of Maryland Baltimore,51-R-0018,Class R - Research Facility,Active,,"10 S PINE ST. RM G-100, MSTF BLDG",,"BALTIMORE, MD 21201",Baltimore city,89,2024,,,15.0,,420.0,114.0,,53.0,,,39.288743,-76.626989,True
90,Community College Of Baltimore County (C C B C),51-R-0020,Class R - Research Facility,Active,,7201 ROSSVILLE BLVD,Vet Tech - Mash basement,"BALTIMORE, MD 21237",Baltimore city,90,2024,43.0,13.0,,,,,,,,,39.352857,-76.48065,False
91,University of Maryland College Park,51-R-0095,Class R - Research Facility,Active,,DIRECTOR LABORATORY ANIMAL CARE,COLLEGE PARK CAMPUS,"COLLEGE PARK, MD 20742",Prince George's,91,2024,,,6.0,,,,,14.0,,,38.98963,-76.94569,True
93,Bioqual Inc,51-R-0036,Class R - Research Facility,Active,,9600 Medical Center Dr,Suite 101,"Rockville, MD 20850",Montgomery,93,2024,,,,610.0,36.0,2506.0,,,,,39.104467,-77.195687,True
100,Dana-Farber Cancer Institute,14-R-0003,Class R - Research Facility,Cancelled,,450 BROOKLINE AVENUE,,"BOSTON, MA 02215",Suffolk,100,2024,,,,,,,,,,,42.337602,-71.10828,False
101,Pine Acres Rabbitry Farm,14-R-0004,Class R - Research Facility,Active,,299 E. MAIN STREET,,"NORTON, MA 02766",Bristol,101,2024,,,,,53.0,,,20.0,,,41.993087,-71.153509,False
106,The Schepens Eye Research Institute,14-R-0010,Class R - Research Facility,Active,,20 STANIFORD STREET,,"BOSTON, MA 02114",Suffolk,106,2024,,,,,86.0,,,,,,42.361999,-71.064421,False
107,Harvard Medical School,14-R-0019,Class R - Research Facility,Active,,HARVARD CENTER FOR COMPARATIVE MEDICINE,665 HUNTINGTON AVE,"BOSTON, MA 02115",Suffolk,107,2024,,,,,,50.0,,,,,42.362355,-71.130511,True
108,General Hospital Corporation (MASSACHUSETTS GENERAL HOSPITAL),14-R-0014,Class R - Research Facility,Active,,RES MGMT 149 13TH ST # 5249,,"CHARLESTOWN, MA 02129",Suffolk,108,2024,2.0,,10.0,,105.0,283.0,4.0,240.0,4.0,,42.37754,-71.051977,True
109,University of Michigan,34-R-0001,Class R - Research Facility,Active,,NCRC 520 – 2137 2800 Plymouth Rd,,"Ann Arbor, MI 48109",Washtenaw,109,2024,,,50.0,156.0,825.0,6.0,73.0,248.0,,,42.289187,-83.70878,True
110,LCF Foundation Inc (Lahey Medical Center),14-R-0016,Class R - Research Facility,Active,,41 Mall Road,,"Burlington, MA 01805",Middlesex,110,2024,,,,,,,,,,,42.512193,-71.189273,False
111,Henry Ford Hospital,34-R-0151,Class R - Research Facility,Active,,2799 W GRAND BLVD,,"DETROIT, MI 48202",Wayne,111,2024,36.0,,,,,,,,,,42.368026,-83.085928,False
112,Boston University,14-R-0017,Class R - Research Facility,Active,,"85 East Newton St., Room 426",,"Boston, MA 02118",Suffolk,112,2024,,,32.0,250.0,6.0,250.0,,,,,42.336396,-71.07097,True
114,Massachusetts Institute of Technology (OFFICE OF THE VICE PRESIDENT FOR RESEARCH),14-R-0018,Class R - Research Facility,Active,,"77 MASSACHUSETTS AVENUE, 3-240",,"CAMBRIDGE, MA 02139",Middlesex,114,2024,,,,398.0,26.0,299.0,,36.0,,,42.359137,-71.09334,True
116,Providence Hospital,34-R-0009,Class R - Research Facility,Active,,28000 Dequindre Rd,,"Warren, MI 48092",Macomb,116,2024,,,,,,,,2.0,,,42.498324,-83.083742,False
117,Boston Children’s Hospital (JOHN ENDERS PEDIATRIC RESEARCH),14-R-0020,Class R - Research Facility,Active,,BCH 3396,300 LONGWOOD AVE,"BOSTON, MA 02115",Suffolk,117,2024,,,,,22.0,,52.0,65.0,,,42.336342,-71.104176,False
118,Northeastern University,14-R-0021,Class R - Research Facility,Active,,12 MUGAR LIFE SCIENCES BLDG,360 HUNTINGTON AVE,"BOSTON, MA 02115",Suffolk,118,2024,,,,24.0,,,,,,,42.336342,-71.104176,False
119,Massachusetts Eye And Ear Infirmary,14-R-0022,Class R - Research Facility,Active,,243 CHARLES STREET,,"BOSTON, MA 02114",Suffolk,119,2024,,,39.0,,5.0,,,,,,42.362774,-71.070302,False
120,Wayne State University,34-R-0014,Class R - Research Facility,Active,,DIRECTOR/ATTENDING VETERINARIAN,DIVISION OF LABORATORY ANIMAL RESOURCES,"DETROIT, MI 48201",Wayne,120,2024,6.0,,,,368.0,,,29.0,,,42.282403,-83.150664,False
121,Holyoke Community College,14-R-0025,Class R - Research Facility,Active,,"303 Homestead Ave, Marieb Building",Room 243,"HOLYOKE, MA 01040",Hampden,121,2024,16.0,3.0,4.0,,3.0,,,,,,42.195487,-72.651232,False
125,New England Aquarium,14-R-0029,Class R - Research Facility,Active,,1 Central Wharf,,"Boston, MA 02110",Suffolk,125,2024,,,,,,,,,,,42.359188,-71.049299,False
126,Brandeis University (OFFICE OF SPONSORED PROGRAMS),14-R-0030,Class R - Research Facility,Active,,OFFICE OF RESEARCH ADMINISTRATION,"415 SOUTH STREET, MS116","WALTHAM, MA 02454",Middlesex,126,2024,,,,,,,,,,,42.356719,-71.250479,False
129,Michigan State University,34-R-0017,Class R - Research Facility,Active,,"Admin Building 426 Auditorium Rd, Room 249",,"EAST LANSING, MI 48824",Ingham,129,2024,175.0,39.0,24.0,,11.0,,200.0,20.0,520.0,,42.749483,-84.452114,True
130,University Of Massachusetts Medical School,14-R-0035,Class R - Research Facility,Active,,55 LAKE AVENUE NORTH,,"WORCESTER, MA 01655",Worcester,130,2024,2.0,,112.0,1485.0,50.0,1.0,60.0,70.0,,,42.277565,-71.761672,False
131,ADA Forsyth Institute Inc,14-R-0186,Class R - Research Facility,Active,,100 Chestnut St,4th Floor,"Somerville, MA 02143",Middlesex,131,2024,,,,,,,,,,,42.37678,-71.084796,False
136,Smith College,14-R-0061,Class R - Research Facility,Active,,Clark Science Center/Smith College,,"Northampton, MA 01063",Hampshire,136,2024,,,,,,,,,,,42.318882,-72.63853,False
137,Worcester Polytechnic Institute,14-R-0218,Class R - Research Facility,Active,,100 Institute Road,,"Worcester, MA 01609",Worcester,137,2024,,,,,,,,15.0,,,42.2735,-71.807263,False
139,University of Massachusetts (Lowell Research Foundation),14-R-0081,Class R - Research Facility,Active,,4 Corporate Drive,,"Andover, MA 01810",Middlesex,139,2024,,,,,,,,,,,42.685051,-71.206059,False
140,Tufts Medical Center,14-R-0082,Class R - Research Facility,Active,,I A C U C/ D L A M,136 HARRISON AVENUE,"BOSTON, MA 02111",Suffolk,140,2024,,,,,,,,,,,42.351047,-71.059365,False
141,Tufts University,14-R-0084,Class R - Research Facility,Active,,I A C U C/ D L A M,136 HARRISON AVENUE,"BOSTON, MA 02111",Suffolk,141,2024,,,,,,,,,,,42.351047,-71.059365,False
143,Marine Biological Laboratory,14-R-0119,Class R - Research Facility,Active,,7 MBL Street,,"Woods Hole, MA 02543",Barnstable,143,2024,,,,,,,,,,,41.525245,-70.672622,False
144,Brigham and Womens Hospital,14-R-0092,Class R - Research Facility,Active,,"20 Shattuck St.  Operations, Thorn 13",,"BOSTON, MA 02115",Suffolk,144,2024,,,,,6.0,,2.0,25.0,,,42.335494,-71.105415,False
145,Wellesley College,14-R-0094,Class R - Research Facility,Active,,SCIENCE CENTER,106 CENTRAL STREET,"WELLESLEY, MA 02481",Norfolk,145,2024,,,,,,,,,,,42.30037,-71.268284,False
146,McLean Hospital Corporation,14-R-0096,Class R - Research Facility,Active,,115 MILL STREET,,"BELMONT, MA 02478",Middlesex,146,2024,,,,,,74.0,,,,,42.390741,-71.191038,False
147,Labcorp Bedford LLC,14-R-0101,Class R - Research Facility,Active,,15 Wiggins Ave,,"Bedford, MA 01730",Middlesex,147,2024,76.0,,5873.0,66.0,2475.0,,2.0,,,,42.478401,-71.262475,False
148,Baystate Medical Center,14-R-0196,Class R - Research Facility,Active,,759 CHESTNUT STREET,,"SPRINGFIELD, MA 01199",Hampden,148,2024,,,,,,,,27.0,,,42.121886,-72.602983,False
151,Wheaton College,14-R-0177,Class R - Research Facility,Active,,"Vivarium Science Center, 26 E Main St",,"Norton, MA 02766",Bristol,151,2024,,,,,,,,,,,41.968079,-71.182922,False
156,Harvard University,14-R-0128,Class R - Research Facility,Active,,16 DIVINITY AVENUE,ROOM 2102,"CAMBRIDGE, MA 02138",Middlesex,156,2024,213.0,,,546.0,,,,,,,42.379356,-71.11352,False
166,Trustees Of Dartmouth College,12-R-0001,Class R - Research Facility,Active,,6004 PARKHURST HALL,,"HANOVER, NH 03755",Grafton,166,2024,12.0,,,,18.0,,,16.0,,,43.70701,-72.27741,False
167,University Of New Hampshire,12-R-0003,Class R - Research Facility,Active,,"107 Service Building, 51 College Rd",,"Durham, NH 03824",Strafford,167,2024,,,,,,,,,139.0,,43.14133,-70.92294,False
168,Bristol Myers Squibb Company,22-R-0028,Class R - Research Facility,Active,,3551 Lawrenceville Road,,"Princeton, NJ 08543",Mercer,168,2024,186.0,,,5.0,102.0,535.0,,2.0,,,40.310216,-74.712256,False
173,Becton Dickinson And Co,22-R-0041,Class R - Research Facility,Active,,ONE BECTON DRIVE,,"FRANKLIN LAKES, NJ 07417",Bergen,173,2024,,,2168.0,,129.0,,18.0,119.0,,,41.016384,-74.208363,False
176,Princeton University,22-R-0022,Class R - Research Facility,Active,,P O BOX 36,,"PRINCETON, NJ 08544",Mercer,176,2024,,,3.0,,,39.0,,,,,40.343625,-74.693953,False
177,Rutgers State University of NJ,22-R-0025,Class R - Research Facility,Active,,"675 Hoes Lane West, Rm 115",,"Piscataway, NJ 08854",Middlesex,177,2024,,,2.0,7.0,80.0,6.0,,5.0,,,40.52575,-74.470279,False
195,Eastern Michigan University,34-R-0018,Class R - Research Facility,Active,,RESEARCH COMPLIANCE OFFICER,200 BOONE HALL,"YPSILANTI, MI 48197",Washtenaw,195,2024,,,,,,,,,,,42.202139,-83.620494,False
197,Emergent Biodefense Operations Lansing LLC,34-R-0027,Class R - Research Facility,Active,,3500 N Martin Luther King Blvd,,"Lansing, MI 48906",Ingham,197,2024,,,11997.0,,,,,,,,42.768903,-84.565572,False
199,Hope College,34-R-0035,Class R - Research Facility,Active,,35 East 12th Street,,"Holland, MI 49423",Ottawa,199,2024,,,1.0,,,,,,,,42.786843,-86.105259,False
200,William Beaumont Hospital (RESEARCH INSTITUTE),34-R-0037,Class R - Research Facility,Active,,3811 WEST 13 MILE ROAD,,"ROYAL OAK, MI 48073",Oakland,200,2024,,,,,,,,1.0,,,42.517507,-83.194021,False
201,Oakland University,34-R-0038,Class R - Research Facility,Active,,OFFICE OF RESEARCH ADMINISTRATION,528 WILSON HALL,"ROCHESTER, MI 48309-4486",Oakland,201,2024,,,,,,,,,,,42.662644,-83.183666,False
202,Central Michigan University,34-R-0044,Class R - Research Facility,Active,,251 FOUST HALL,OFFICE OF RESEARCH & SPONSORED PROGRAMS,"MOUNT PLEASANT, MI 48859",Isabella,202,2024,,,,,,,,,,,43.564736,-84.847297,False
210,Cincinnati Children's Hospital Medical Center,31-R-0011,Class R - Research Facility,Active,,3333 BURNET AVENUE,,"CINCINNATI, OH 45229",Hamilton,210,2024,,,607.0,,22.0,,8.0,35.0,,,39.141176,-84.502386,False
212,Lankenau Institute for Medical Research,23-R-0003,Class R - Research Facility,Active,,100 Lancaster Ave,,"Wynnewood, PA 19096",Montgomery,212,2024,,,40.0,,75.0,,,,,,39.9885,-75.262039,False
215,Macomb Community College (VETERINARY TECHNICIAN PROGRAM),34-R-0060,Class R - Research Facility,Active,,44575 Garfield Road,,"Clinton Township, MI 48038",Macomb,215,2024,96.0,45.0,,,4.0,,,,,,42.617915,-82.958266,False
216,The Ohio State University,31-R-0014,Class R - Research Facility,Active,,OFFICE OF RESPONSIBLE RESEARCH PRACTICES,"300 RESEARCH FOUNDATION BLDG, 1960 KENNY RD","COLUMBUS, OH 43210",Franklin,216,2024,25.0,,6.0,327.0,21.0,2.0,5.0,566.0,235.0,,40.005435,-83.023227,True
223,Cleveland Clinic Foundation (RESEARCH INSTITUTE),31-R-0017,Class R - Research Facility,Active,,"BIO RESRC UNIT/NC50, 9500 EUCLID AVE",,"CLEVELAND, OH 44195",Cuyahoga,223,2024,,,,,41.0,5.0,,70.0,,,41.502663,-81.622135,False
224,Kent State University,31-R-0030,Class R - Research Facility,Active,,800 EAST SUMMIT STREET,SCHWARTZ CENTER SUITE 207,"Kent, OH 44242",Portage,224,2024,84.0,97.0,,,,,,,,,41.147537,-81.347969,False
228,Battelle Memorial Institute,31-R-0021,Class R - Research Facility,Active,,505 KING AVENUE ROOM NO. 11-8-070,,"COLUMBUS, OH 43201",Franklin,228,2024,,,1245.0,,308.0,494.0,,82.0,,,39.989231,-83.021535,False
230,Good Samaritan Hospital,31-R-0130,Class R - Research Facility,Active,,HATTON INSTITUTE,375 DIXMYTH AVENUE,"CINCINNATI, OH 45220",Hamilton,230,2024,,,,,,,,46.0,,,39.145559,-84.520093,False
233,University of Cincinnati,31-R-0027,Class R - Research Facility,Active,,51 GOODMAN DRIVE,PO BOX 210572,"CINCINNATI, OH 45221",Hamilton,233,2024,7.0,,,,24.0,,,83.0,,,39.136631,-84.508428,False
234,Case Western Reserve University,31-R-0028,Class R - Research Facility,Active,,10900 EUCLID AVE,,"CLEVELAND, OH 44106",Cuyahoga,234,2024,2.0,,,9.0,100.0,,,139.0,,,41.504595,-81.609861,False
235,Miami University ORI,31-R-0029,Class R - Research Facility,Active,,102  ROUDEBUSH HALL,,"OXFORD, OH 45056",Butler,235,2024,,,,,,,,,,,39.504246,-84.753201,False
238,Ethicon Endo Surgery Inc,31-R-0034,Class R - Research Facility,Active,,4545 CREEK ROAD,,"CINCINNATI, OH 45242",Hamilton,238,2024,28.0,,,,,,,237.0,8.0,,39.257686,-84.382361,False
243,Wright State University,31-R-0055,Class R - Research Facility,Active,,LAB ANIMAL RESOURCES,053 HEALTH SCIENCES,"DAYTON, OH 45435",Montgomery,243,2024,,,115.0,,,,,7.0,,,39.750471,-84.268593,False
247,Center for Conservation and Research of Endangered Wildlife (Cincinnati Zoo & Botanical Garden),31-R-0100,Class R - Research Facility,Active,,3400 Vine Street,,"Cincinnati, OH 45220",Hamilton,247,2024,,36.0,,,,,,,,,39.14275,-84.509165,False
248,Cuyahoga Community College,31-R-0067,Class R - Research Facility,Active,,11000 Pleasant Valley Road,,"Parma, OH 44130",Cuyahoga,248,2024,9.0,20.0,,,,,,,,,41.368601,-81.765074,False
249,"NAMSA, LLC (NAMSA Inc)",31-R-0068,Class R - Research Facility,Active,,6750 Wales Road,,"Northwood, OH 43619",Wood,249,2024,3.0,,25316.0,212.0,6106.0,,,31.0,,,41.608537,-83.524855,False
251,Ohio University,31-R-0082,Class R - Research Facility,Active,,"Grosvenor Hall, Room 202","OFF OF COMPLIANCE, RES & TECH BLDG 117","Athens, OH 45701",Athens,251,2024,,,,,7.0,,,12.0,,,39.339279,-82.013803,True
252,Columbus State Community College,31-R-0088,Class R - Research Facility,Active,,550 E SPRING STREET,,"COLUMBUS, OH 43216",Franklin,252,2024,25.0,28.0,,,8.0,,,,,,39.968792,-82.987098,False
254,Frontage Laboratories,31-R-0091,Class R - Research Facility,Active,,10845 WELLNESS WAY,,"CONCORD TWP, OH 44077",Lake,254,2024,486.0,,,,,13.0,,32.0,,,41.664189,-81.250638,False
255,Northeast Ohio Medical University,31-R-0092,Class R - Research Facility,Active,,4209 STATE ROUTE 44,P.O. BOX 95,"ROOTSTOWN, OH 44272",Portage,255,2024,,,10.0,,4.0,,,59.0,,,41.104059,-81.242647,True
265,Vermont Technical College,13-R-0009,Class R - Research Facility,Active,,124 Admin Drive,,"RANDOLPH CENTER, VT 05061",Orange,265,2024,12.0,,,,,,,,,,43.939604,-72.604415,False
266,Rhode Island Hospital,15-R-0002,Class R - Research Facility,Active,,Middle House 4th and 5th,,"Providence, RI 02903",Providence,266,2024,,,,,31.0,,,58.0,,,41.849934,-71.394577,False
267,Brown University,15-R-0003,Class R - Research Facility,Active,,Box G-B 222,,"PROVIDENCE, RI 02912",Providence,267,2024,,,,,,19.0,1.0,33.0,,,41.829113,-71.416431,True
268,University of Rhode Island,15-R-0004,Class R - Research Facility,Active,,70 Lower College Road,,"Kingston, RI 02881",Washington,268,2024,,,,24.0,286.0,,,,,,41.485596,-71.529281,False
273,University of Vermont (STATE AGRICULTURAL COLLEGE),13-R-0001,Class R - Research Facility,Active,,116 HILLS BUILDING,,"BURLINGTON, VT 05405",Chittenden,273,2024,,,,,,,,2.0,,,44.473733,-73.195609,True
276,West Virginia University,54-R-0001,Class R - Research Facility,Active,,886 CHESTNUT RIDGE RD,P O BOX 6845,"MORGANTOWN, WV 26506",Monongalia,276,2024,,,,,127.0,,,,,,39.657104,-79.955266,True
278,Pierpont Community Technical College,54-R-0003,Class R - Research Facility,Active,,501 west Main Street,,"Clarksburg, WV 26301",Harrison,278,2024,5.0,5.0,,2.0,,,,,,,39.280001,-80.343757,False
279,Marshall University,54-R-0004,Class R - Research Facility,Active,,1 John Marshall Dive,,"HUNTINGTON, WV 25755",Cabell,279,2024,,,,,32.0,,,2.0,,,38.422574,-82.430742,False
282,State University Of New York (College Of Technology / Canton),21-R-0013,Class R - Research Facility,Active,,NEWELL VET TECH CENTER,101B 34 CORNELL DR,"CANTON, NY 13617",St. Lawrence,282,2024,48.0,76.0,,,2.0,,,,,,44.574484,-75.059713,False
285,Thomas Jefferson University,23-R-0011,Class R - Research Facility,Active,,1020 LOCUST ST,"Jeff Alumni Hall, Suite M41","PHILADELPHIA, PA 19107",Philadelphia,285,2024,,,,,26.0,,,11.0,,,39.94724,-75.157911,False
286,Glaxo Smith Kline,23-R-0012,Class R - Research Facility,Active,,1250 South Collegeville Rd. UP3400,,"COLLEGEVILLE, PA 19426",Montgomery,286,2024,,,,,211.0,163.0,,,,,40.15656,-75.475591,False
287,New York Blood Center Inc,21-R-0008,Class R - Research Facility,Active,,310 EAST 67TH STREET,,"NEW YORK NEW YORK, NY 10065",New York,287,2024,,,,,,,,,,,40.76519,-73.959922,False
288,St Johns University,21-R-0012,Class R - Research Facility,Active,,8000 UTOPIA PARKWAY,,"JAMAICA, NY 11439",Queens,288,2024,,,,,,,,,,,40.721816,-73.794828,False
289,University of Pittsburgh,23-R-0016,Class R - Research Facility,Active,,3500 Terrace Street,S1040 TE STARZL BIOMEDICAL SCIENCE TOWER,"Pittsburgh, PA 15261",Allegheny,289,2024,22.0,38.0,13.0,75.0,268.0,1253.0,14.0,212.0,31.0,,40.442023,-79.962057,True
290,University At Binghamton (State University Of New York),21-R-0231,Class R - Research Facility,Active,,DIVISION OF RESEARCH,PO BOX 6000,"BINGHAMTON, NY 13902",Broome,290,2024,,,,,,,,,,,42.088824,-75.968883,False
291,Masonic Medical Research Institute,21-R-0017,Class R - Research Facility,Active,,2150 BLEECKER STREET,,"UTICA, NY 13501",Oneida,291,2024,,,,,,,,,,,43.089048,-75.189531,False
292,Regeneron Pharmaceuticals Inc,21-R-0018,Class R - Research Facility,Active,,777 OLD SAW MILL RIVER ROAD,,"TARRYTOWN, NY 10591",Westchester,292,2024,,,,,147.0,,,,,,41.07917,-73.824393,False
293,Nelco Vet LLC,21-R-0019,Class R - Research Facility,Active,,154 BROOK AVENUE,,"DEER PARK, NY 11729",Suffolk,293,2024,,,674.0,,,,,,,,40.747628,-73.307607,False
294,State University of New York (SUNY DOWNSTATE MEDICAL CENTER),21-R-0021,Class R - Research Facility,Active,,"450 Clarkson Avenue, MSC 112",,"BROOKLYN, NY 11203",Kings,294,2024,,,,90.0,,48.0,,,,,40.655378,-73.945079,True
295,State University Of New York (COLLEGE OF ENVIR. SCIENCE),21-R-0024,Class R - Research Facility,Active,,COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1 FORESTRY DRIVE,"SYRACUSE, NY 13210",Onondaga,295,2024,,,,,,,,,,,43.039364,-76.131603,False
298,Stony Brook University,21-R-0039,Class R - Research Facility,Active,,"BST, LEVEL 1 ROOM 223 DIV OF LAB ANIMAL RSRC",,"STONY BROOK, NY 11794",Suffolk,298,2024,7.0,,25.0,,,,,26.0,,,40.913317,-73.124864,False
301,Franklin & Marshall College,23-R-0017,Class R - Research Facility,Active,,P O BOX 3003,,"LANCASTER, PA 17604",Lancaster,301,2024,,,,,,12.0,,,,,40.076553,-76.31068,False
302,Union College,21-R-0030,Class R - Research Facility,Active,,BIOLOGY DEPARTMENT,,"SCHENECTADY, NY 12308",Schenectady,302,2024,,,,,,,,,,,42.835926,-73.920467,False
304,Canisius University,21-R-0238,Class R - Research Facility,Active,,2001 Main St,,"Buffalo, NY 14208",Erie,304,2024,,,,,,,,,,,42.92533,-78.851516,False
