Customer Number_x,Account Name,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude,Exception Report
328291,Central Oregon Community College,92-R-0039,Class R - Research Facility,Active,,2600 N.W. College Way,Met 213,"BEND, OR 97703",Deschutes,328291,2024,,,,,,,,,,,44.067962,-121.345953,False
328400,INVIVOTEK,22-R-0148,Class R - Research Facility,Active,,17 BLACK FOREST RD,,"HAMILTON, NJ 08691",Mercer,328400,2024,,,,,,,,,,,40.204261,-74.643124,False
328461,Saint Johns University Collegeville,41-R-0083,Class R - Research Facility,Active,,PO Box 2000,,"Collegeville, MN 56321",Stearns,328461,2024,,,,,,,,,,,45.579025,-94.389459,False
328622,University Of West Florida,58-R-0156,Class R - Research Facility,Active,,11000 UNIVERSITY PARKWAY BLDG 11/113,,"PENSACOLA, FL 32514",Escambia,328622,2024,,,,,,,,,,,30.55025,-87.210132,False
328983,AbbVie,33-R-0152,Class R - Research Facility,Active,,1 N WAUKEGAN RD,,"NORTH CHICAGO, IL 60064",Lake,328983,2024,607.0,,,,826.0,388.0,,4.0,,,42.302106,-87.891569,False
329030,University of New Orleans,72-R-0105,Class R - Research Facility,Active,,2000 Lake Shore Drive,,"NEW ORLEANS, LA 70148",Orleans,329030,2024,,,,,,,,,,,30.030942,-90.072417,False
329051,Yuba College,93-R-0552,Class R - Research Facility,Active,,"Dr. Kyle Mathis, Veterinary Technology Program",c/o Yuba College,"MARYSVILLE, CA 95901",Yuba,329051,2024,22.0,24.0,,,5.0,,1.0,,1.0,,39.14573,-121.59135,False
329220,Pima Medical Institute,86-R-0042,Class R - Research Facility,Active,,"40 N. Swan Road, Suite 100",,"TUCSON, AZ 85711",Pima,329220,2024,464.0,304.0,9.0,6.0,35.0,,,,12.0,,32.222651,-110.891764,False
329240,Pluris Research Inc,63-R-0123,Class R - Research Facility,Active,,PO BOX 681967,,"FRANKLIN, TN 37068",Williamson,329240,2024,,,,,38.0,,,8.0,,,35.890746,-86.965691,False
329347,Veterinary Health Source LLC,74-R-0212,Class R - Research Facility,Active,,PO Box 1150,,"DALHART, TX 79022",Dallam,329347,2024,,,,,,,,,,,36.277826,-102.602022,False
329373,Sanford Health,46-R-0011,Class R - Research Facility,Active,,2301 E. 60th Street N,,"Sioux Falls, SD 57104",Minnehaha,329373,2024,,,,,3.0,,,,,,43.599028,-96.693958,False
329595,Owensboro Community & Technical College (OCTC Veterinary Technology),61-R-0111,Class R - Research Facility,Active,,4800 NEW HARTFORD ROAD,,"OWENSBORO, KY 42303",Daviess,329595,2024,,,,,3.0,,,,2.0,,37.717862,-87.082135,False
329834,Milwaukee Career College,35-R-0130,Class R - Research Facility,Active,,3077 N MAYFAIR RD,,"MILWAUKEE, WI 53222",Milwaukee,329834,2024,,2.0,2.0,,2.0,,,,,,43.074151,-88.048528,False
329851,Volunteer State Community College,63-R-0124,Class R - Research Facility,Active,,1480 NASHVILLE PIKE,,"GALLATIN, TN 37066",Sumner,329851,2024,,,,,10.0,,,,,,36.362406,-86.497168,False
330020,James Madison University,52-R-0130,Class R - Research Facility,Cancelled,,800 SOUTH MAIN STREET M S C 7607,,"HARRISONBURG, VA 22807",Harrisonburg City,330020,2024,,,,,,,,,,,38.441003,-78.87429,False
330136,Mercy University (Veterinary Technology Program),21-R-0230,Class R - Research Facility,Active,,555 BROADWAY,ROOM 327 MAIN HALL,"DOBBS FERRY, NY 10522",Westchester,330136,2024,10.0,4.0,1.0,,1.0,,,,,,41.021372,-73.869969,False
330146,SDIX LLC,50-R-0015,Class R - Research Facility,Active,,52 Anderson Rd,,"Windham, ME 04062",Cumberland,330146,2024,,,,,5940.0,,17.0,,894.0,,43.72823,-70.375567,False
330337,Novartis Institutes for BioMedical Research,93-R-0601,Class R - Research Facility,Active,,5959 Horton Street Suite 900,,"Emeryville, CA 94608",Alameda,330337,2024,,,,,,,,,,,37.841489,-122.291908,False
330557,St Josephs University,23-R-0179,Class R - Research Facility,Active,,OFFICE OF RESEARCH SERVICES,5600 CITY AVE,"PHILADELPHIA, PA 19131",Philadelphia,330557,2024,,,,,,,,,,,39.996811,-75.207774,False
330562,Stephen Purdy (CAMELID IMMUNOGENICS),14-R-0208,Class R - Research Facility,Active,,458 S WASHINGTON STREET,,"BELCHERTOWN, MA 01007",Hampshire,330562,2024,,,,,,,,,14.0,,42.204129,-72.394061,False
330987,Sierra Research Laboratories Inc.,93-R-0557,Class R - Research Facility,Active,,P.O. Box 576886,,"MODESTO, CA 95357",Stanislaus,330987,2024,,,,,,,,,,,37.669463,-121.016796,False
331127,Colorado Academy of Veterinary Technology,84-R-0087,Class R - Research Facility,Active,,2766 Janitell Road,,"COLORADO SPRINGS, CO 80906",El Paso,331127,2024,47.0,24.0,,,1.0,,,,16.0,,38.79446,-104.790442,False
331267,Global Medical Devices Inc.,93-R-0560,Class R - Research Facility,Active,,2871 Metropolitan Place,,"Pomona, CA 91767",Los Angeles,331267,2024,11.0,,,,,,,128.0,,,34.098599,-117.754113,False
331288,The California Medical Innovations Institute Inc.,93-R-0563,Class R - Research Facility,Active,,"11107 Roselle St., Ste 211",,"SAN DIEGO, CA 92121",San Diego,331288,2024,,,,,,,,37.0,,,32.906266,-117.23056,False
331434,Mispro Biotech Services Corporation,21-R-0233,Class R - Research Facility,Active,,"450 E 29TH ST, SUITE 602",,"NEW YORK, NY 10016",New York,331434,2024,,,,,80.0,,,,,,40.739672,-73.973729,False
331571,Austin Community College,74-R-0227,Class R - Research Facility,Active,,1501 West Hwy. 290,,"ELGIN, TX 78621",Bastrop,331571,2024,51.0,41.0,,,,,,,7.0,,30.354021,-97.405918,False
331626,SAB Biotherapeutics Inc. (SAB Biotherapeutics Pharm),46-R-0012,Class R - Research Facility,Active,,2100 E 54th St N,,"Sioux Falls, SD 57104",Minnehaha,331626,2024,,,,,,,,,75.0,,43.595409,-96.700083,False
331699,Western Maricopa Education Center,86-R-0043,Class R - Research Facility,Active,,5487 North 99 Avenue,,"GLENDALE, AZ 85305",Maricopa,331699,2024,105.0,70.0,,,,,,,,,33.515069,-112.271876,False
331725,State University of New York College at Oneonta,21-R-0237,Class R - Research Facility,Active,,108 RAVINE PARKWAY,,"ONEONTA, NY 13820",Otsego,331725,2024,,,,,,,,,,,42.468402,-75.06426,False
331860,Cold Spring Harbor Laboratory,21-R-0234,Class R - Research Facility,Active,,1 BUNGTOWN RD,HARRIS BUILDING,"COLD SPRING HARBOR, NY 11724",Suffolk,331860,2024,,,,,,,,,,,40.857733,-73.467652,False
332092,Ryann Dawn LLC,85-R-0027,Class R - Research Facility,Cancelled,,P. O. Box 482,,"SUNLAND PARK, NM 88063",Dona Ana,332092,2024,,,,,,,,,,,31.7965,-106.57999,False
332105,Ape Cognition And Conservation Initiative,42-R-0052,Class R - Research Facility,Active,,4200 Evergreen Avenue,,"Des Moines, IA 50320",Polk,332105,2024,,,,,,7.0,,,,,41.545496,-93.532207,False
332218,Drexel University,23-R-0180,Class R - Research Facility,Active,,"MacAllister Hall, Rm 3008 3250 Chestnut St",,"Philadelphia, PA 19104",Philadelphia,332218,2024,,,,,,,,24.0,,,39.953925,-75.189225,False
332284,"JBC Contract Research Services, Inc. (MOLECULAR DIAGNOSTIC SERVICES)",93-R-0565,Class R - Research Facility,Active,,9455 Farnham St Suite 100,,"SAN DIEGO, CA 92123",San Diego,332284,2024,,,84.0,,36.0,,,,,,32.83195,-117.125254,False
332398,York County Community College,11-R-0031,Class R - Research Facility,Active,,VETERINARY TECHNOLOGY PROGRAM,112 COLLEGE DR,"WELLS, ME 04090",York,332398,2024,,,,,,,,,,,43.32203,-70.58089,False
332788,Mountwest Community and Technical College,54-R-0009,Class R - Research Facility,Active,,One Mountwest Way,,"Huntington, WV 25701",Cabell,332788,2024,38.0,31.0,,,1.0,,,,,,38.392714,-82.45822,False
332789,Recombinetics Inc,41-R-0086,Class R - Research Facility,Cancelled,,3388 Mike Collins Drive,,"Eagan MN, MN 55121",Dakota,332789,2024,,,,,,,,190.0,,,44.83428,-93.129822,True
332834,Elanco Animal Health,32-R-0053,Class R - Research Facility,Active,,2500 INNOVATION WAY,,"GREENFIELD, IN 46140",Hancock,332834,2024,502.0,203.0,274.0,5344.0,636.0,,,,,,39.822027,-85.773852,True
332923,VRL Maryland LLC,51-R-0100,Class R - Research Facility,Active,,"401 Professional Dr., Suite 210",,"GAITHERSBURG, MD 20879",Montgomery,332923,2024,,,,,,,,,,,39.161458,-77.227849,False
333052,University Of California Merced (Merced Vernal Pools And Grasslands Reserve),93-R-0567,Class R - Research Facility,Active,,5200 N. Lake Road,,"MERCED, CA 95343",Merced,333052,2024,7.0,,,,,,8.0,,,,37.36328,-120.431901,False
333278,Trudeau Institute Inc,21-R-0239,Class R - Research Facility,Active,,154 ALGONQUIN AVE,,"SARANAC LAKE, NY 12983",Franklin,333278,2024,,,,4.0,,,,,,,44.317966,-74.159232,False
333447,Auris Health Inc,93-R-0568,Class R - Research Facility,Active,,5490 Great American Parkway,,"Santa Clara, CA 95054",Santa Clara,333447,2024,4.0,,,,,,,14.0,,,37.414118,-121.978608,False
333459,The Corporation of Haverford College,23-R-0183,Class R - Research Facility,Cancelled,,370 Lancaster Avenue,,"Haverford, PA 19041",Montgomery,333459,2024,,,,,,,,,,,40.011743,-75.299357,False
333514,The Broad Institute,14-R-0211,Class R - Research Facility,Active,,415 MAIN ST,,"CAMBRIDGE, MA 02142",Middlesex,333514,2024,,,,,,121.0,,,,,42.362876,-71.089123,True
333883,Plum Island Animal Disease Center,21-F-0002,Class F - Federal Research Facility,Active,,PO BOX 848,,"GREENPORT, NY 11944",Suffolk,333883,2024,,,,,12.0,,18.0,103.0,34.0,,41.10343,-72.35925,False
334023,US National Poultry Research Center (Richard B Russell Research Center),57-G-0001,Class G - Agricultural Research Facility ARS,Active,,950 COLLEGE STATION ROAD,,"ATHENS, GA 30605",Clarke,334023,2024,,,,,,,,,,,33.925463,-83.358899,False
334026,Harry K Dupree (Stuttgart National Aquaculture Research Center),71-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 1050,,"STUTTGART, AR 72160",Arkansas,334026,2024,,,,,,,,,,,34.50037,-91.55263,False
334027,Warmwater Aquaculture Research Unit,65-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 38,,"STONEVILLE, MS 38776",Washington,334027,2024,,,,,,,,,,,33.409614,-90.910404,False
334028,Southern Plains Range Research Station (S P R R S),73-G-0001,Class G - Agricultural Research Facility ARS,Active,,2000 18th St.,,"WOODWARD, OK 73801",Woodward,334028,2024,,,,,,,,,196.0,,36.426249,-99.402088,False
334046,USDA Forest Service Research and Development,10-F-0012,Class F - Federal Research Facility,Active,,"201 14th Street, S W",,"WASHINGTON, DC 20250",District of Columbia,334046,2024,,,,,,,,,,,38.891862,-76.985509,False
334102,Livestock Issues Research Unit,74-G-0001,Class G - Agricultural Research Facility ARS,Active,,1604 East F M 1294,,"LUBBOCK, TX 79403",Lubbock,334102,2024,,,,,,,,40.0,212.0,,33.580744,-101.84216,False
334103,US Meat Animal Research Center,47-G-0001,Class G - Agricultural Research Facility ARS,Active,,PO Box 166,,"CLAY CENTER, NE 68933",Clay,334103,2024,,,,,,,7528.0,3709.0,17102.0,,40.565856,-98.070907,True
334104,Fort Keogh LARRL,81-G-0001,Class G - Agricultural Research Facility ARS,Active,,243 Fort Keogh Road,,"MILES CITY, MT 59301",Custer,334104,2024,,,,,,,,,1247.0,,46.38124,-105.884224,False
334105,Northern Great Plains Research Lab,45-G-0001,Class G - Agricultural Research Facility ARS,Active,,Box 459,,"MANDAN, ND 58554",Morton,334105,2024,,,,,,,,,89.0,,46.71312,-100.952585,False
334116,Range Sheep Productions Efficiency Research,82-G-0001,Class G - Agricultural Research Facility ARS,Active,,19 Office Loop,,"DUBOIS, ID 83423",Clark,334116,2024,,,,,,,1462.0,,,,44.244189,-112.201035,False
334128,Tarleton State University,74-R-0221,Class R - Research Facility,Active,,"Division of Research, Innovation, and Economic",1225 N US Hwy 281 Box T-0460,"STEPHENVILLE, TX 76401",Erath,334128,2024,,,,,,,24.0,,,,32.321348,-98.108828,False
334152,Aquatic Animal Health Research Unit,64-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 1312,,"AUBURN, AL 36831",Lee,334152,2024,,,,,,,,,,,32.547542,-85.468222,False
334154,USDA ARS PA RRRU (High Plains Grasslands Research Station),83-G-0001,Class G - Agricultural Research Facility ARS,Active,,8408 Hildreth Road,,"CHEYENNE, WY 82009",Laramie,334154,2024,,,,,,,,,2173.0,,41.183618,-104.901934,False
334156,Grand Forks Human Nutrition Research Center ARS,45-G-0004,Class G - Agricultural Research Facility ARS,Active,,2420 2nd Avenue North,,"Grand Forks, ND 58203",Grand Forks,334156,2024,,,,,,,,,,,47.921534,-97.061385,False
334160,USDA ARS Natl Center Cool & Cold Water Aquaculture,54-G-0001,Class G - Agricultural Research Facility ARS,Active,,11861 Leetown Road,,"KEARNEYSVILLE, WV 25430",Jefferson,334160,2024,,,,,,,,,,,39.354587,-77.929592,False
334161,Avian Disease and Oncology Laboratory,34-G-0001,Class G - Agricultural Research Facility ARS,Cancelled,,4279 East Mount Hope Road,,"EAST LANSING, MI 48823",Ingham,334161,2024,,,,,,,,,,,42.711707,-84.505157,False
334233,Synchrony Labs,55-R-0148,Class R - Research Facility,Active,,3908 Patriot Drive Ste 170,,"Durham, NC 27703",Durham,334233,2024,59.0,,,,4.0,,,471.0,8.0,,35.910777,-78.850017,False
334239,Southern Regional Technical College,57-R-0128,Class R - Research Facility,Active,,15689 US HIGHWAY 19 NORTH,,"THOMASVILLE, GA 31792",Thomas,334239,2024,137.0,71.0,,,2.0,,,,,,30.862305,-83.950291,False
334240,Royal Canin USA Inc,31-R-0132,Class R - Research Facility,Active,,6574 STATE ROUTE 503 NORTH,,"LEWISBURG, OH 45338",Preble,334240,2024,154.0,162.0,,,,,,,,,39.834083,-84.544076,False
334299,Southern Plains Ag Research Center,74-G-0003,Class G - Agricultural Research Facility ARS,Active,,2881 F and B Road,,"COLLEGE STATION, TX 77845",Brazos,334299,2024,,,,,,,,,,,30.579234,-96.293826,False
334300,Dale Bumpers Small Farms Research Center,71-G-0002,Class G - Agricultural Research Facility ARS,Active,,6883 S STATE HWY 23,,"BOONEVILLE, AR 72927",Logan,334300,2024,,,,,,,328.0,,,,35.08769,-93.993983,False
334302,USDA ARS Edward T Schafer Agricultural Research Center (Animal Metabolism Ag Chemicals Res Unit),45-G-0003,Class G - Agricultural Research Facility ARS,Active,,1616 Albrecht Blvd N,,"Fargo, ND 58102",Cass,334302,2024,,,,,,,,,,,46.900302,-96.803373,False
334304,Northeast Area Beltsville Location,51-G-0001,Class G - Agricultural Research Facility ARS,Active,,"10300 Baltimore Ave, Building 003",,"BELTSVILLE, MD 20705",Prince George's,334304,2024,,,,,,,,,143.0,,39.026206,-76.923391,False
334305,National Animal Disease Center,42-G-0001,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 70,,"AMES, IA 50010",Story,334305,2024,,,,214.0,,,167.0,569.0,406.0,,42.037879,-93.600254,True
334306,PA Grazinglands Research Lab,73-G-0002,Class G - Agricultural Research Facility ARS,Active,,7207 West Cheyenne Street,,"EL RENO, OK 73036",Canadian,334306,2024,,,,,,,,,190.0,,35.538844,-97.956279,False
334307,National Cold Water Marine Aquaculture Center,11-G-0001,Class G - Agricultural Research Facility ARS,Active,,25 Salmon Farm Road,,"FRANKLIN, ME 04634",Hancock,334307,2024,,,,,,,,,,,44.558141,-68.24897,False
334309,Western Regional Research Center (ARS-USDA),93-G-0002,Class G - Agricultural Research Facility ARS,Active,,800 Buchanan St,,"ALBANY, CA 94710",Alameda,334309,2024,,,,,,,,,,,37.886576,-122.30486,False
334369,"Turkey Creek Biotechnology, LLC",63-R-0128,Class R - Research Facility,Active,,111 Riverwood Drive,,"Franklin, TN 37069",Williamson,334369,2024,,,,,,,,,3.0,,35.971431,-86.902312,False
334416,Bellingham Technical College,91-R-0073,Class R - Research Facility,Active,,3028 Lindbergh Ave.,,"BELLINGHAM, WA 98225",Whatcom,334416,2024,,,,,,,,,,,48.765686,-122.512847,False
334457,Livestock Behavior Research Unit,32-G-0001,Class G - Agricultural Research Facility ARS,Active,,125 S. Russell Street,Poultry Science Building,"WEST LAFAYETTE, IN 47907",Tippecanoe,334457,2024,,,,,,,,198.0,32.0,,40.423644,-86.919871,False
334470,US Dairy Forage Research Center,35-G-0001,Class G - Agricultural Research Facility ARS,Active,,1925 Linden Drive,,"MADISON, WI 53706",Dane,334470,2024,,,,,,,,,867.0,,43.075415,-89.416099,False
334624,Angiograft LLC,21-R-0243,Class R - Research Facility,Active,,BAIRD RESEARCH PARK,1576  SWEET HOME RD SUITE 209,"AMHERST, NY 14228",Erie,334624,2024,,,,,,,25.0,,,,42.979299,-78.792382,False
334730,Massasoit Community College,14-R-0212,Class R - Research Facility,Active,,One Massasoit Boulevard,,"Brockton, MA 02302",Plymouth,334730,2024,9.0,6.0,,,,,,,,,42.075975,-70.989144,False
334734,Zoetis LLC,22-R-0155,Class R - Research Facility,Active,,10 Sylvan Way,,"Parsippany, NJ 07054",Morris,334734,2024,1365.0,506.0,4434.0,13461.0,2961.0,,4.0,,121.0,,40.847015,-74.444877,True
334886,P R U,65-G-0002,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 5367,,"MISSISSIPPI STATE, MS 39762",Oktibbeha,334886,2024,,,,,,,,,,,33.452779,-88.79522,False
335071,"Abcore Op, LLC",93-R-0574,Class R - Research Facility,Cancelled,,405 Maple St. A-106,,"Ramona, CA 92065",San Diego,335071,2024,,,,,,,,,,,33.045091,-116.875158,False
335142,Travis Glass (Veterinary Clinical Resources),74-R-0220,Class R - Research Facility,Active,,4106 County Road 309,,"Lexington, TX 78947",Lee,335142,2024,,,,,13.0,,,7.0,,,30.379255,-97.130222,False
335389,Vanderbilt University Medical Center,63-R-0129,Class R - Research Facility,Active,,1161 21ST AVE S MCN AA 6206,,"NASHVILLE, TN 37232",Davidson,335389,2024,83.0,,18.0,,1.0,78.0,20.0,76.0,,,36.145075,-86.801267,True
335443,A D R U,91-G-0001,Class G - Agricultural Research Facility ARS,Active,,"3003 ADBF, WSU, P.O. Box 646630",,"PULLMAN, WA 99164",Whitman,335443,2024,,,,,,,60.0,,139.0,,46.730917,-117.152568,False
335444,Jornada Experimental Range,85-G-0001,Class G - Agricultural Research Facility ARS,Active,,"P.O. Box 30003, NMSU, MSC, 3JER",,"LAS CRUCES, NM 88003",Dona Ana,335444,2024,,,,,,,,,78.0,,32.290052,-106.753893,False
335445,Poisonous Plant Research Laboratory,87-G-0001,Class G - Agricultural Research Facility ARS,Active,,1150 East 1400 North,,"LOGAN, UT 84341",Cache,335445,2024,,,,,,,120.0,,41.0,,41.756829,-111.80699,False
335594,Joinn Laboratories,93-R-0594,Class R - Research Facility,Active,,"2600 Hilltop Drive, Building C",,"Richmond, CA 94806",Contra Costa,335594,2024,,,,,,204.0,,,,,37.982899,-122.341061,False
335601,Collagen Solutions LLC (US) (Evergen),41-R-0088,Class R - Research Facility,Active,,3413 11TH Sreet East,,"Glencoe, MN 55336",McLeod,335601,2024,,,,,,,,1306.0,,,44.771721,-94.117538,True
335654,"Oxford Care Facilities, LLC",23-R-0184,Class R - Research Facility,Active,,P.O. Box 5199,,"Limerick, PA 19468",Montgomery,335654,2024,,,21.0,,103.0,,,,48.0,,40.230095,-75.523933,False
335743,Wichita State University Campus of Applied Science,48-R-0117,Class R - Research Facility,Active,,3821 E Harry St,,"WICHITA, KS 67218",Sedgwick,335743,2024,34.0,13.0,,,,,,,,,37.663003,-97.290492,False
335790,Robert Holley Center (for Agriculture and Health),21-G-0001,Class G - Agricultural Research Facility ARS,Active,,538 Tower Road,,"ITHACA, NY 14853",Tompkins,335790,2024,,,,,,,,,,,42.447838,-76.467444,False
335791,Foreign Animal Research Unit (Plum Island Animal Disease Center),21-G-0002,Class G - Agricultural Research Facility ARS,Active,,PO Box 848,,"GREENPORT, NY 11944",Suffolk,335791,2024,,,,,,,24.0,250.0,51.0,,41.10343,-72.35925,False
335792,Forage Animal Production Research Unit (C Oran Little Research Center),61-G-0001,Class G - Agricultural Research Facility ARS,Active,,1100 S. Limestone North Building,,"LEXINGTON, KY 40546",Fayette,335792,2024,,,,,,,,,125.0,,38.028847,-84.509228,False
335793,Childrens Nutrition Research Center,74-G-0004,Class G - Agricultural Research Facility ARS,Active,,1100 Bates Street,,"HOUSTON, TX 77030",Harris,335793,2024,,,,,,,,163.0,,,29.706855,-95.40154,False
335794,Conservation And Production Research Laboratory,74-G-0005,Class G - Agricultural Research Facility ARS,Active,,P.O. Drawer 10,,"BUSHLAND, TX 79012",Potter,335794,2024,,,,,,,,,8.0,,35.182177,-102.064142,False
335795,National Lab For Agriculture And Environment,42-G-0002,Class G - Agricultural Research Facility ARS,Active,,1015 N. University Blvd.,,"AMES, IA 50011",Story,335795,2024,,,,,,,,160.0,,,42.030144,-93.642129,False
335798,Turner Scientific LLC (Turner Scientific),33-R-0158,Class R - Research Facility,Active,,1275 Sandusky Road,,"Jacksonville, IL 62650",Morgan,335798,2024,,,213.0,,,,,38.0,,,39.753093,-90.24933,False
500501,P P P S R (Poultry Production and Product Safety Research),71-G-0003,Class G - Agricultural Research Facility ARS,Active,,1260 West Maple Street,O-303 POCS UARK,"Fayetteville, AR 72701",Washington,500501,2024,,,,,,,,,,,36.070565,-94.177991,False
500524,Templar Medical LLC,52-R-0134,Class R - Research Facility,Active,,"2133 Upton Drive, Ste 126 #504",,"Virginia Beach, VA 23454",Virginia Beach City,500524,2024,,,,,,,,323.0,80.0,,36.760131,-76.006219,False
500809,Colorado Mesa University (Colorado Mesa University),84-R-0092,Class R - Research Facility,Active,,Office of Sponsored Programs,1100 North Avenue,"GRAND JUNCTION, CO 81501",Mesa,500809,2024,,,,,,,,,,,39.069019,-108.583126,False
501397,OKC Allergy Supplies Inc,73-R-0120,Class R - Research Facility,Cancelled,,1005 S W 2nd Street,,"OKLAHOMA CITY, OK 73109",Oklahoma,501397,2024,,,790.0,,,,,,,,35.463733,-97.528469,False
501700,Primate Products LLC,58-R-0162,Class R - Research Facility,Active,,34200 Doctors Hammock Rd,,"Immokalee, FL 34143",Hendry,501700,2024,,,,,,,,,,,26.26279,-81.206466,False
501751,Ross College North Canton,31-R-0133,Class R - Research Facility,Active,,4300 MUNSON STREET NW,,"CANTON, OH 44718",Stark,501751,2024,,,,,,,,,,,40.846132,-81.429166,False
501995,IUVO Bioscience Operations LLC,21-R-0245,Class R - Research Facility,Active,,7500 WEST HENRIETTA RD,,"RUSH, NY 14543",Monroe,501995,2024,,,917.0,,180.0,,,,,,42.994586,-77.664615,False
502015,Embryotech Laboratories Inc,14-R-0213,Class R - Research Facility,Active,,140 Hale Street,,"Haverhill, MA 01830",Essex,502015,2024,,,,590.0,,,,,,,42.783446,-71.089267,False
502100,Universidad Ana G. Méndez,94-R-0115,Class R - Research Facility,Active,,School of Veterinary Medicine PO Box 3030,,"Gurabo, PR 00778",Gurabo,502100,2024,316.0,60.0,,,134.0,,,,,,18.259092,-65.974641,False
502147,Sebastian Bol (Cowboy Cat Ranch),74-R-0246,Class R - Research Facility,Active,,1105 COUNTY ROAD 2720,,"MICO, TX 78056",Medina,502147,2024,,5.0,,,,,,,,,29.554524,-98.847696,False
502326,Columbus State University,57-R-0129,Class R - Research Facility,Cancelled,,4225 UNIVERSITY AVE,,"COLUMBUS, GA 31907",Muscogee,502326,2024,,,,,,,,,,,32.503968,-84.93908,False
502460,Oklahoma State University,73-R-0121,Class R - Research Facility,Active,,101 McElroy Hall Annex,,"Stillwater, OK 74078",Payne,502460,2024,56.0,58.0,,,394.0,,576.0,,1845.0,,36.130619,-97.059089,True
502497,Minnesota North College - Vermilion (Research Veterinary Technology Teaching School),41-R-0089,Class R - Research Facility,Active,,1900 E CAMP ST,,"ELY, MN 55731",St. Louis,502497,2024,,,,,,,,,,,47.905183,-91.837625,False
502594,Dakota County Technical College,41-R-0092,Class R - Research Facility,Active,,1300 145TH ST EAST,,"ROSEMOUNT, MN 55068",Dakota,502594,2024,,,,,,,,,,,44.737218,-93.077681,False
502753,Black Hawk College East Campus,33-R-0160,Class R - Research Facility,Active,,VETERINARY TECHNOLOGY PROGRAM,26230 BLACK HAWK ROAD,"GALVA, IL 61434",Henry,502753,2024,34.0,34.0,,,6.0,,,,29.0,,41.212281,-90.091976,False
502816,Genesis Pharmoptima LLC,34-R-0167,Class R - Research Facility,Active,,6710 QUALITY WAY,,"PORTAGE, MI 49002",Kalamazoo,502816,2024,,,,,396.0,,,,,,42.220142,-85.536042,False
502843,"ABBIOTEC, INC",93-R-0582,Class R - Research Facility,Active,,938 S. Andreasen Dr. Ste I,,"ESCONDIDO, CA 92029",San Diego,502843,2024,,,,,6.0,,,,1.0,,33.112818,-117.115602,False
502924,University of Toledo (HEALTH SCIENCE CAMPUS),31-R-0134,Class R - Research Facility,Active,,"3000 Arlington Ave., MS 1004",,"TOLEDO, OH 43614",Lucas,502924,2024,,,,,59.0,,,,,,41.619596,-83.617607,True
503099,CorVus Biomedical LLC,32-R-0055,Class R - Research Facility,Active,,2409 West 400 North,,"Crawfordsville, IN 47933",Montgomery,503099,2024,,,,,,,,14.0,,,40.072996,-86.979746,False
503238,Pharmaron (Boston) Lab Services LLC,14-R-0214,Class R - Research Facility,Active,,"12 Cabot Rd., Suites A and T",,"Woburn, MA 01801",Middlesex,503238,2024,,,,,,,,,,,42.508746,-71.13449,False
503339,Universidad De Puerto Rico En Arecibo,94-R-0116,Class R - Research Facility,Active,,PROGRAMA GRADO ASOCIADO EN TECNOLOGIA VET,PO BOX 4010,"ARECIBO, PR 614",Arecibo,503339,2024,117.0,78.0,,,1.0,,13.0,,29.0,,18.402239,-66.7114,False
503416,Cape Fear Community College Veterinary Medical Technology Program,55-R-0152,Class R - Research Facility,Active,,4500 BLUE CLAY ROAD,,"CASTLE HAYNE, NC 28429",New Hanover,503416,2024,,,,,4.0,,,,,,34.324129,-77.88193,False
503489,Neosome Life Sciences LLC,14-R-0215,Class R - Research Facility,Active,,5 Fortune Drive,,"Billerica, MA 01821",Middlesex,503489,2024,,,,14.0,,,,,,,42.527179,-71.261037,False
503605,Oregon State University,92-R-0041,Class R - Research Facility,Active,,Research Office,A312 Kerr Administration Bldg.,"CORVALLIS, OR 97331",Benton,503605,2024,,,,,5.0,,24.0,10.0,51.0,,44.565613,-123.278957,False
503724,Missouri University of Science and Technology,43-R-0130,Class R - Research Facility,Active,,400 W 11th Street,,"ROLLA, MO 65409",Phelps,503724,2024,,,,,,,,,,,37.952176,-91.773558,False
503851,BLP Biolab Services Inc,93-R-0580,Class R - Research Facility,Active,,1115 Marine View Drive,,"Vista, CA 92081",San Diego,503851,2024,,,,,1150.0,,,,,,33.176929,-117.241983,False
504696,ARC Companion,74-R-0229,Class R - Research Facility,Active,,17801 Hope Road,,"CANYON, TX 79015",Randall,504696,2024,,,,,,,,,,,35.028877,-101.967646,False
504697,Midwest Veterinary Services Inc,47-R-0036,Class R - Research Facility,Active,,1290 Co. Rd. M,,"OAKLAND, NE 68045",Burt,504697,2024,181.0,,,,,,,,,,41.858758,-96.445379,False
505154,Oak Hill Genetics LLC,33-R-0164,Class R - Research Facility,Active,,21434 Oak Hill Road,,"Ewing, IL 62836",Franklin,505154,2024,6.0,,,,,,,11.0,,,38.113147,-88.764029,False
