establishment_id,establishment_name,street,city,state,zip,latitude,longitude,type,slaughter,animals_slaughtered_list,animals_processed_list,phone,grant_date,dbas,slaughter_volume_category,processing_volume_category
1202/01,Michael Brian Newman,133 Maxwell Road,Blenheim,Marlborough District Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2005-08-23,,,
124/01,Pacific Lab Holdings Limited,"8 Winefair Close, Cloudy Bay Business Park",Blenheim,Marlborough District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Casein, Caseinate, Colostrum products, Dairy material, Dairy products, Milk powders, Milk proteins, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2023-08-21,,,
1260/01,New Zealand Nutritional Wellness Limited,"126 Pavilion Drive, Auckland Airport",Auckland,Auckland Council,,-36.9820593,174.7728616,Risk Management Programme - Custom,No,,"Colostrum products, Dairy products, Eggs, Fermented milk products, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Speciality powders",,2023-09-05,,,
135BIZCOM/01,Bizcom Solutions Limited,135 Rangiotu Road,Himatangi,Manawatu District Council,,-40.3938098,175.3306359,Risk Management Programme - Chicken producers,No,,Broiler (meat) chickens,,2023-10-30,,,
1380/01,New Zealand New Milk Limited,"138 Pavilion Drive, Auckland Airport",Auckland,Auckland Council,,-36.9816643,174.7742605,Risk Management Programme - Custom,No,,"Colostrum products, Dairy products, Follow-on formula, Infant formula, Milk powders, Nutritional powders excl IF & FOF, Speciality powders",,2023-08-06,,,
1403/01,Quality Foods Southland Limited,1 Baker Street,Invercargill,Invercargill City Council,,-46.4140918,168.3926485,Risk Management Programme - Custom,No,,"Anhydrous milk fat, Butter, Colostrum, Dairy fat blends, Dairy products, Milk & cream based formulations, Unpasteurised milk products - milk & cream",,2022-06-17,,,
1494/01,Alpine Honey Specialties Limited,"198 Domain Road,RD2",HAWEA FLAT,Queenstown-Lakes District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2022-04-12,,,
153WPARK/01,Willow Haven Limited,[Private],Auckland,Auckland Council,,-36.9832291,174.8561414,Risk Management Programme - Chicken producers,No,,Broiler (meat) chickens,,2023-10-17,,,
1688/01,a2 Nutritionals NZ Limited,66 McDonald Road,Pokeno,Auckland Council,,-37.251881,175.01967,Risk Management Programme - Custom,No,,"Dairy products, Follow-on formula, Infant formula, Milk & cream, Milk powders, Nutritional powders excl IF & FOF",,2023-05-05,,,
170/01,Bakels Edible Oils (NZ) Limited,5 Hutton Place,Mount Maunganui,Tauranga City Council,,-37.6613877,176.1998605,Risk Management Programme - Custom,No,,"Anhydrous milk fat, Animal fat, Animal products (non-dairy), Colostrum products, Dairy fat blends, Dairy material, Dairy products, Fats/oils, Fish oil, Milk & cream based formulations, Non-AP, Tallow",,2022-12-01,,,
173TC/01,Central Gold Eggs Limited,"173 Roxburgh East Road, RD 1",Roxburgh,Central Otago District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens, Rearer laying chickens",,2022-06-14,,,
1772014/01,Midlife Limited,177 Grange Road,BURNHAM,Christchurch City Council,,-43.6058622,172.2864234,Risk Management Programme - Eggs,No,,Eggs,,2022-02-01,,,
17888/01,Winston Nutritional Limited,"37 Banks Road, Mt Wellington",Auckland,Auckland Council,,-36.8985625,174.8357515,Risk Management Programme - Custom,No,,"Dairy products, Follow-on formula, Infant formula, Milk powders, Nutritional powders excl IF & FOF",,2023-04-03,,,
1816/01,Geraldine Cheese Company Limited,76G Talbot Street,Geraldine,Timaru District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Butter, Dairy material, Dairy products, Fermented milk products, Firm and hard cheese (MSNF < 60%), Milk & cream, Soft & semi-soft cheese (MSNF > 60%)",,2021-12-13,,,
1886/01,Sherry Valley Apiaries Limited,"160 Sherry River Road, RD 2",Wakefield,Nelson City Council,,0.0,0.0,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax",,2022-12-09,,,
1948308/01,Otaika Valley Free Range Eggs Limited,"725 State Highway 1, RD 8",Whangarei,Whangarei District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2021-11-29,,,
1955/01,Quentin Reardon,"Unit 14, Redwood Shopping Centre,5 Tarawera Road,Lynmore",Rotorua,Rotorua Lakes Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2016-09-16,Quinny's Redwood Butchery,,
1984/01,Graeme Hodges & Sheree Hodges,128 Studholme Street,Morrinsville,Matamata-Piako District Council,,-37.6524728,175.523311,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Fish, Poultry, Red meat",,2014-11-26,Mootown Meats,,
1ARTISAN/01,Artisan Meats Limited,"87 Brigham Creek Road, Whenuapai",Auckland,Auckland Council,,-36.7934161,174.6159638,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Red meat",,2016-03-04,Meat Merchant,,
1CHOOKFARM/01,The Chook Farm Limited,"Lambert Road, Purua",Whangarei,Whangarei District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2023-06-02,,,
1EASTSIDE/01,Stephen Scannell & Diane Scannell Partnership,4 Denmark Street,Temuka,Ashburton District Council,,-44.2437246,171.2797202,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2005-07-04,Eastside Butchery Temuka,,
1EDGE/01,Edgecomb Honey Limited,"1 Edgehaven Lane, Otakiri",Whakatane,Whakatane District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2006-06-15,,,
1LINMEATS/01,Deutsches Eck Limited,6/9 Gerald Street,Lincoln,Christchurch City Council,,-43.6414753,172.4739946,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2011-11-15,,,
1LNZ/01,Lawand (New Zealand) Limited,"Unit C, 35 Keeling Road, Henderson",Auckland,Auckland Council,,0.0,0.0,Risk Management Programme - Stores - Cold and Dry,No,,"Animal products (non-dairy), Bee products, Dairy products, Fats/oils, Non-AP",,2023-09-12,,,
1OTAKIMEAT/01,Tender Cuts Limited,294 Oxford Street,Levin,Horowhenua District Council,,-40.6282495,175.2804633,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2020-09-08,Saville's Gourmet Butchery,,
1S2SL/01,One Sheep Two Sheep Limited,292 Days Road,Springston,Selwyn District Council,,-43.6713211,172.4390941,Risk Management Programme - Custom,No,,"Dairy material, Dairy products, Unpasteurised milk products - milk & cream",,2022-12-14,,,
1SR/01,Scottys Meats 1 Limited,2 Kansas Street,Martinborough,South Wairarapa District Council,,-41.2178268,175.4598258,"Risk Management Programme - Dual operator butcher, Dual operator butcher - Attachment U, Meat at Stalls",No,,"Animal products (non-dairy), Eggs, Fish, Non-AP, Poultry, Red meat",,2023-04-04,,,
1SWEETLIFE/01,The SweetLife 2021 Limited,"506C McLaren Falls Road, RD 1",Tauranga,Tauranga City Council,,0.0,0.0,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax, Comb honey, Honey",,2023-03-10,,,
200/01,Merrall MacNeille,101 Reynoldstown Road,Port Chalmers,Dunedin City Council,,-45.8026365,170.6205651,"Risk Management Programme - Dairy - Cheese domestic supply, Dairy - Ice cream domestic supply, Farm dairies - Domestic supply",No,,"Dairy material, Dairy products, Fermented milk products, Frozen milk products, Milk & cream, Soft & semi-soft cheese (MSNF > 60%)",,2020-07-17,Holy Cow,,
2005/01,Seadragon Marine Oils Limited,"12 Nayland Road, Stoke",Nelson,Nelson City Council,,-41.2992273,173.2381591,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bivalve molluscan shellfish, Fats/oils, Fish, Fish oil, Non-AP",,2023-05-25,,,
2007STEENS/01,P.A. & S.C. Steens Limited,"298 Manaia Road, RD 5",Masterton,Masterton District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Animal products (non-dairy), Bee products, Beeswax, Honey",,2022-06-23,,,
205CC/01,Cilantro Cheese Limited,"10 Bisley Road, Ruakura",Hamilton,Hamilton City Council,,-37.7752267,175.3039336,Risk Management Programme - Custom,No,,"Dairy material, Dairy products, Fermented milk products, Firm and hard cheese (MSNF < 60%), Frozen milk products, Milk & cream, Preserved milks, Soft & semi-soft cheese (MSNF > 60%)",,2023-05-15,,,
2093/01,New Zealand Dairy Dessert Company Limited,"26A McMahon Street, Stoke",Nelson,Nelson City Council,,-41.3197357,173.2264477,Risk Management Programme - Custom,No,,"Dairy material, Dairy products, Fermented milk products, Frozen milk products, Non-AP",,2023-01-12,Appleby Farms,,
2094/01,Gopals Sweets & Snacks Limited,"21 Subway Road, Pukekohe",Auckland,Auckland Council,,0.0,0.0,"Risk Management Programme - Dairy - Liquid milk domestic supply, Dairy - Yoghurt domestic supply",No,,"Dairy products, Fermented milk products, Milk & cream",,2022-12-05,,,
209AVENUE/01,Stelco Poultry Limited,"151 Hickford Road,RD 13",Foxton,Horowhenua District Council,,-40.4861433,175.3139651,Risk Management Programme - Chicken producers,No,,Broiler (meat) chickens,,2023-10-30,,,
2102/01,Argenta Manufacturing Limited,"2 Sterling Avenue, Manurewa",Auckland,Auckland Council,,-37.0291824,174.9084407,Risk Management Programme - Custom,No,,"Dairy products, Red meat",,2020-03-19,,,
2107/01,New Zealand Health Manufacturing Limited,"78A Richard Pearse Drive, Mangere",Auckland,Auckland Council,,-36.9838187,174.7813966,Risk Management Programme - Stores - Cold and Dry,No,,"Animal products (non-dairy), Dairy products, Non-AP",,2022-09-13,,,
2175/01,Keytone Enterprises (NZ) Company Limited,17 Hynds Drive,Christchurch,Christchurch City Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Colostrum products, Dairy products, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2023-07-03,,,
2184/01,Raine Farms Limited,"467 Suffolk Road, Stoke",Nelson,Nelson City Council,,-41.3293895,173.2209929,"Risk Management Programme - Dairy - Liquid milk domestic supply, Farm dairies - Export eligible milk",No,,"Dairy material, Dairy products, Milk & cream",,2023-01-12,,,
2186/01,New Zealand Health Manufacturing Limited,"7 Pavilion Drive, Airpark 2, Business Centre, Mangere",Auckland,Auckland Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Colostrum products, Dairy products, Deer Velvet, Eggs, Fish, Gelatine, Lactose, Milk powders, Milk proteins, Poultry, Red meat, Speciality powders, Whey products",,2023-08-02,,,
2188/01,Dairy Products NZ Limited,"19 Rawson Way, Takanini",Auckland,Auckland Council,,-37.0319286,174.916895,Risk Management Programme - Custom,No,,"Dairy products, Milk & cream, Milk & cream based formulations, Milk powders, Non-AP, Speciality powders",,2023-08-17,,,
2198/01,Wairiri Buffalo Limited,"140 Davies Road, RD 1",COALGATE,Selwyn District Council,,0.0,0.0,"Risk Management Programme - Dairy Products, Farm dairies - Domestic supply",No,,"Butter, Dairy material, Dairy products, Fermented milk products, Firm and hard cheese (MSNF < 60%), Milk & cream, Soft & semi-soft cheese (MSNF > 60%)",,2022-12-16,,,
2203/01,Wimpex Limited,"3 Innovation Road, Waterloo Business Park, Islington",Christchurch,Christchurch City Council,,-43.5429301,172.4963817,Risk Management Programme - Custom,No,,"Anhydrous milk fat, Butter, Colostrum products, Dairy products, Milk powders, Milk proteins, Non-AP, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2023-06-07,,,
255/01,New Zealand Food Innovation Network Limited,"28 Verissimo Drive, Airport Oaks",Auckland,Auckland Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Anhydrous milk fat, Animal products (non-dairy), Bee products, Bee venom, Beeswax, Bivalve molluscan shellfish, Butter, Casein, Caseinate, Colostrum products, Comb honey, Complex lipids, Cottage cheese, Cream cheese, Dairy products, Deer Velvet, Eggs, Farmed paua, Fats/oils, Fermented milk products, Firm and hard cheese (MSNF < 60%), Fish, Frozen cream, Frozen milk products, Gastropods (other than paua), Gelatine, Hides & Skins, Honey, Hydrolysates, Kina, Lactose, Milk & cream, Milk & cream based formulations, Milk fat products, Milk powders, Milk proteins, Non-AP, Nutritional powders excl IF & FOF, Paua, Pollen, Poultry, Preserved milks, Processed cheese, Propolis, Red meat, Royal jelly, Soft & semi-soft cheese (MSNF > 60%), Speciality powders, UCFM, Whey products",,2023-09-25,,,
25LOFTY/01,Paul Edward Hurrell,"25 Library Road, Te Karaka",Gisborne,Gisborne District Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2005-07-19,Te Karaka Meat Traders,,
2600/01,Megadairy Limited,"26 Waipareira Avenue, Henderson",Auckland,Auckland Council,,-36.8660444,174.634685,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Colostrum products, Dairy products, Eggs, Fish, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Red meat, Speciality powders, Whey products",,2023-02-17,,,
280766/01,M21 Meats Limited,"Spa Gate Shopping Centre,Lower Spa Road",Taupo,Taupo District Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Ostriches & emus, Poultry, Red meat",,2023-08-01,,,
281161/01,Michael Patrick Jones,6 Wilson Street,Geraldine,Timaru District Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Poultry, Red meat",,2019-10-24,Geraldine Butchery,,
2888/01,Best Health Foods Limited,"118 Hayton Road, Wigram",Christchurch,Christchurch City Council,,-43.5480967,172.5631862,Risk Management Programme - Custom,No,,"Colostrum products, Dairy products, Milk powders, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2021-10-19,,,
289/01,Melody Dairies GP Limited,"12 Melody Lane,Ruakura Road",Hamilton,Hamilton City Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Colostrum products, Dairy products, Milk & cream, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2022-05-02,,,
2BIRDSLTD/01,Two Bird Eggs Limited,149 Loburn Whiterock Road,Loburn,Waimakariri District Council,,-43.2562359,172.5330588,Risk Management Programme - Eggs,No,,Eggs,,2023-11-27,,,
2OMEGA/01,Charles Wayne and Sandra Rosemary Watkins,873 Whangaripo Valley Road,Wellsford,Auckland Council,,-36.2873724,174.5477538,Risk Management Programme - Eggs,No,,Eggs,,2022-01-26,,,
3005/01,Apollo Foods Limited,"127 Te Ara Kahikatea, Whakatu",Hastings,Hastings District Council,,-39.6111156,176.880336,Risk Management Programme - Custom,No,,"Dairy products, Milk & cream, Milk & cream based formulations",,2022-11-11,,,
32GARY/01,The Shores Limited,32 Queen Street,Waiuku,Auckland Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2019-12-06,Waiuku Village Butchery,,
3333/01,Bodco Limited,"6-10 Kaimiro Street, Pukete",Hamilton,Hamilton City Council,,-37.737035,175.228562,Risk Management Programme - Custom,No,,"Dairy products, Follow-on formula, Infant formula, Milk powders, Nutritional powders excl IF & FOF",,2023-02-21,,,
342MFRWPL/01,Westbrook Poultry Limited,"342 Mercer Ferry Road, RD 1",Tuakau,Auckland Council,,0.0,0.0,Risk Management Programme - Chicken producers,No,,Broiler (meat) chickens,,2023-10-06,,,
368/01,Align Foods Limited,368 Kings Road,Leeston,Selwyn District Council,,0.0,0.0,Risk Management Programme - Dairy Products,No,,"Dairy material, Dairy products, Fermented milk products, Milk & cream based formulations",,2023-08-22,,,
3BEE01/01,3 Bee Limited,"100 Teapot Valley Road, Brightwater",Nelson,Nelson City Council,,0.0,0.0,Risk Management Programme - Bee products - Bulk honey storage,No,,Bee products,,2020-04-14,,,
3GGV3NTUR3/01,Eggventurers Limited,"234 Ica Road, Whareama",Masterton,Masterton District Council,,-40.9411934,176.0540921,Risk Management Programme - Eggs,No,,Eggs,,2023-09-12,,,
3XT/01,Too-Ticki Limited,1014 Tairua Road,Whangamata,Hauraki District Council,,-37.1444135,175.8395042,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax, Comb honey, Honey",,2023-05-25,,,
470/01,NZAgbiz Limited,2A King Street,Temuka,Ashburton District Council,,0.0,0.0,Risk Management Programme - Custom,No,,Dairy products,,2023-01-12,,,
517/01,Alaron Products Limited,"13 Bolt Road, Tahunanui",Nelson,Nelson City Council,,-41.2900786,173.2389194,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Caseinate, Colostrum products, Complex lipids, Dairy products, Deer Velvet, Eggs, Fish, Hydrolysates, Lactose, Milk powders, Milk proteins, Nutritional powders excl IF & FOF, Poultry, Propolis, Red meat, Speciality powders, Whey products",,2023-02-08,,,
5704794/01,Y.TQ Investment Limited,675 Gorge Road,Maungaturoto,Kaipara District Council,,-36.0678259,174.3819865,Risk Management Programme - Eggs,No,,Eggs,,2021-11-24,,,
588/01,Danone Nutricia NZ Limited,Corner Clutha Valley and Craig Road,Balclutha,Clutha District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Anhydrous milk fat, Dairy products, Follow-on formula, Infant formula, Milk powders, Nutritional powders excl IF & FOF",,2021-10-08,,,
5BW/01,New Zealand Beeswax Limited,44 Gladstone Street South,ORARI,Timaru District Council,,-44.141163,171.2903437,"Risk Management Programme - Bee products - Bulk honey storage, Bee products - Honey and dried pollen processing, Custom",No,,"Bee products, Beeswax",,2015-08-03,,,
643OKI/01,Riverbank Poultry Limited,643 Otaki Gorge Road,Otaki,Kapiti Coast District Council,,-40.8158084,175.1887903,Risk Management Programme - Eggs,No,,Eggs,,2021-11-16,,,
66666/01,Mega NHS Pharmaceutical Limited,"12 Harbour Ridge Drive, Wiri",Auckland,Auckland Council,,-37.0124604,174.8409002,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Colostrum products, Dairy products, Fats/oils, Fish, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Red meat, Speciality powders, Whey products",,2023-02-17,,,
7474/01,Jersey Girl Organics Limited,"1704/1682 Old Te Aroha Road, Gordon",Matamata,Matamata-Piako District Council,,0.0,0.0,Risk Management Programme - Farm dairies - Export eligible milk,No,,Dairy material,,2023-09-25,,,
7762/01,Rivercity Honey Limited,"749 Longacre Road, Okoia",Wanganui,Whanganui District Council,,-39.886189,175.1704166,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2012-08-01,,,
7777/01,GMP Dairy Limited,"5-7 Averton Place, East Tamaki",Auckland,Auckland Council,,-36.9454467,174.8792798,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Casein, Caseinate, Colostrum products, Dairy products, Eggs, Fish, Follow-on formula, Gelatine, Hydrolysates, Infant formula, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2023-09-12,,,
7788/01,Bon Accord Products Limited,"22 Jomac Place, Avondale",Auckland,Auckland Council,,-36.8839312,174.6824113,Risk Management Programme - Custom,No,,"Dairy products, Speciality powders",,2015-10-20,,,
7792/01,PURE New Zealand Ice Cream Limited,78 Anderson Road,Wanaka,Queenstown-Lakes District Council,,-44.6875494,169.1444637,Risk Management Programme - Custom,No,,"Dairy material, Dairy products, Frozen milk products, Non-AP",,2021-10-28,,,
787/01,Synergy Nutrition Limited,"13 Aerovista Place, Wiri",Auckland,Auckland Council,,-36.9994057,174.8495491,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Colostrum products, Dairy products, Follow-on formula, Infant formula, Milk powders, Milk proteins, Non-AP, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2022-08-31,,,
8008/01,New Zealand Dairy Collaborative Limited,9 Ashford Avenue,Ashburton,Ashburton District Council,,-43.8801524,171.7985,Risk Management Programme - Custom,No,,"Colostrum products, Dairy products, Milk powders, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2022-11-09,,,
802/01,Open Country Dairy Limited,12A Horotiu Road,TE KOWHAI,Waikato District Council,,-37.7346692,175.153352,Risk Management Programme - Custom,No,,"Dairy material, Dairy products, Milk & cream, Milk powders, Nutritional powders excl IF & FOF, Speciality powders",,2023-05-30,,,
8114/01,Alpha Laboratories (NZ) Limited,"48 Crooks Road, East Tamaki",Auckland,Auckland Council,,-36.9394622,174.89331,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Colostrum products, Dairy products, Deer Velvet, Fish, Follow-on formula, Infant formula, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Poultry, Red meat, Speciality powders, Whey products",,2023-04-18,,,
818/01,Oceania Dairy Limited,Cooneys Road,GLENAVY,Waimate District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Dairy material, Dairy products, Follow-on formula, Infant formula, Milk powders, Nutritional powders excl IF & FOF, Speciality powders",,2023-06-29,,,
818F/01,Oceania Dairy Limited,Cooneys Road,GLENAVY,Waimate District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Colostrum, Dairy material",,2014-05-29,,,
8341/01,Next Drinks Limited,"Whakatu Industrial Park, 44 Johnston Way, Whakatu",Hastings,Hastings District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Dairy products, Milk & cream, Milk & cream based formulations, Non-AP",,2022-11-16,,,
837/01,Alpha Laboratories (NZ) Limited,"Unit C and E, 46 Cryers Road, East Tamaki",Auckland,Auckland Council,,0.0,0.0,Risk Management Programme - Stores - Cold and Dry,No,,"Animal products (non-dairy), Bee products, Dairy products, Non-AP",,2021-08-11,,,
8441284/01,Meat at Yours Limited,"354 Paraite Road,Bell Block",New Plymouth,New Plymouth District Council,,-39.0579916,174.1681019,Risk Management Programme - Micro Abattoir,No,,"Cattle, Farmed Deer, Farmed goats, Farmed pigs, Offal, Sheep",,2025-09-08,,,
858/01,Synlait Milk Limited,45 McDonald Road,Pokeno,Auckland Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Dairy products, Follow-on formula, Infant formula, Milk & cream, Milk powders, Non-AP, Nutritional powders excl IF & FOF",,2023-08-22,,,
868/01,Synlait Milk Limited,"89 Richard Pearse Drive, Mangere",Auckland,Auckland Council,,-36.9860833,174.7798924,Risk Management Programme - Custom,No,,"Dairy products, Follow-on formula, Infant formula, Non-AP, Nutritional powders excl IF & FOF",,2023-08-17,,,
8888/01,GMP Pharmaceuticals Limited,"12 Averton Place, East Tamaki",Auckland,Auckland Council,,-36.946287,174.8791834,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Colostrum products, Dairy products, Deer Velvet, Eggs, Fish, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Poultry, Speciality powders, Whey products",,2023-02-07,,,
8889/01,Suncare Nutrition (NZ) Limited,"10A Stonedon Drive, East Tamaki",Auckland,Auckland Council,,-36.931293,174.8843759,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Colostrum products, Dairy products, Deer Velvet, Eggs, Fish, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Poultry, Red meat, Speciality powders, Whey products",,2022-11-08,,,
8988/01,Mataura Valley Milk Limited,"19 Pease Street, McNab",Gore,Gore District Council,,-46.0830413,168.9897001,Risk Management Programme - Farm dairies - Export eligible milk,No,,Dairy material,,2023-06-23,,,
8989/01,Mataura Valley Milk Limited,"19 Pease Street, McNab",Gore,Gore District Council,,-46.0830413,168.9897001,Risk Management Programme - Custom,No,,"Dairy material, Dairy products, Follow-on formula, Infant formula, Milk & cream, Milk powders, Nutritional powders excl IF & FOF, Speciality powders",,2023-05-11,,,
919/01,Kimberry Limited,"11/85 Onehunga Mall, Onehunga",Auckland,Auckland Council,,-36.913993,174.7842054,Risk Management Programme - Custom,No,,"Bee products, Dairy products, Non-AP",,2022-11-11,,,
9681/01,O2B Healthy Limited,"7 Elms Street, Stoke",Nelson,Nelson City Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products other than honey, Bivalve molluscan shellfish, Colostrum products, Dairy products, Deer Co-products, Deer Velvet, Fish, Honey, Lactose, Milk powders, Milk proteins, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2020-05-25,,,
98MAK/01,London Street Butchery Limited,"98 Main Road, Makaraka",Gisborne,Gisborne District Council,,-38.6493768,177.9667396,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Red meat",,2016-11-08,,,
99PETS/01,99 Valley Investment Limited,[Private],Auckland,Auckland Council,,-36.9832291,174.8561414,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bivalve molluscan shellfish, Fish, Poultry, Red meat",,2024-04-23,,,
A040/01,Waitemata Honey Co Limited,"1249 East Coast Road, Redvale",Auckland,Auckland Council,,-36.6926847,174.7071489,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2010-02-12,,,
A1EXBUTC22/01,Timburn Limited,48 Tarbert Street,Alexandra,Central Otago District Council,,-45.2499614,169.3967489,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Red meat",,2023-03-20,F.E.H.F Butchery,,
AA1/01,Go Snacks Limited,"1985 Moutere Highway, RD 2, Upper Moutere",Nelson,Nelson City Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Eggs, Fish, Poultry, Red meat",,2021-03-19,,,
AAA001/01,AA Apiaries Limited,43 Walls Road,Waihi,Hauraki District Council,,0.0,0.0,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax",,2019-09-06,,,
AABL17/01,All About Bees Limited,4/623 Whangaparaoa Road,WHANGAPARAOA,Auckland Council,,-36.63097,174.7641027,Risk Management Programme - Bee products - Bulk honey storage,No,,Bee products,,2017-12-06,,,
AAHONEY3/01,Heaphy Honey Limited,"52 Gillies Road, RD 1",Collingwood,Tasman District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2019-11-12,,,
AAL5/02,Direct Connect Container Services Limited,"53 Gilberd Street, Castlecliff",Wanganui,Whanganui District Council,,-39.9499304,175.0124498,Risk Management Programme - Stores - Cold and Dry,No,,"Animal products (non-dairy), Dairy products, Non-AP",,2020-11-19,Ali Arc Logistics,,
AB1/01,Glenn Brown & Kirsten Brown Partnership,"601 Gladstone Road, Te Hapara",Gisborne,Gisborne District Council,,-38.6543926,178.0059278,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Red meat",,2005-06-17,Farm Meats 2008,,
AB15/01,Freshpork New Zealand Limited,Pacific Street,Timaru,Timaru District Council,,-44.3776604,171.2465617,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Blood, Casings, Farmed pigs, Green runners, Offal, Red meat",,2023-03-23,,,
AB32/01,Ashburton Meat Processors Limited,170 Bridge Street,Ashburton,Ashburton District Council,,-43.8932045,171.7785366,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Cattle, Farmed goats, Farmed pigs, Foetal Blood, Foetal tissue, Offal, Red meat, Sheep",,2022-06-09,,,
AB52/04,Wilson Hellaby Limited,181 Ruakura Road,Hamilton,Hamilton City Council,,-37.7729673,175.3284258,Risk Management Programme - Custom,No,,"Farmed pigs, Green offal, Green runners, Hides & Skins, Red meat, Red offals",,2016-10-03,Ruakura Meat Processors,,
