establishment_id,establishment_name,street,city,state,zip,latitude,longitude,type,slaughter,animals_slaughtered_list,animals_processed_list,phone,grant_date,dbas,slaughter_volume_category,processing_volume_category
FPH3/01,Sanford Limited,"North Mole, Hall Street",Timaru,Timaru District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Crustaceans (including rock lobsters), Fish, Squid & other cephalopods",,2021-10-29,,,
FPH52/01,Sanford Limited,11 Madden Street,Auckland,Auckland Council,,-36.8419958,174.7572557,Risk Management Programme - Custom,No,,"Fish, Squid & other cephalopods",,2022-06-27,,,
FRAN01/01,Franklin Quality Meats Limited,"187 Manukau Road,Pukekohe",Auckland,Auckland Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,Red meat,,2024-05-03,Franklin Country Meats,,
FREDERICK1/01,Heinz Wattie's Limited,Frederick Street,Hastings,Hastings District Council,,-39.622487,176.8450081,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bivalve molluscan shellfish, Dairy products, Fish, Poultry, Red meat",,2023-02-13,Heinz Wattie's Australasia - Frozen Foods,,
FREE1/01,Free as a Bird Limited,"397 Glentui Bush Road, Glentui",Oxford,Waimakariri District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2022-01-07,,,
FRENZS02/01,New Zealand Egg Group Limited,Corner Crosbie & Manukau Road,Pukekohe,Auckland Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2023-07-31,,,
FRESHA2/01,Fresha Export Limited,"12 Bowden Road, Mount Wellington",Auckland,Auckland Council,,-36.9152365,174.8502009,Risk Management Programme - Stores - Cold and Dry,No,,"Animal products (non-dairy), Dairy products",,2022-08-22,,,
FUNNELL1/01,Funnell Farms Limited,"2 Caroline Drive, Maunganamu",Taupo,Taupo District Council,,-38.715075,176.1507811,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2017-01-27,,,
GAF1/01,Green Acres Free Range Limited,"66 Rosser Road, RD 4",Hastings,Hastings District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2021-12-15,,,
GALATEA2/01,Martin & Martin Partnership,"501 Haumea Road, Galatea",Murupara,Whakatane District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2017-04-19,Galatea Apiaries,,
GAME01/01,Game Meats Limited,167 Hororata Road,HORORATA,Selwyn District Council,,-43.5245763,171.9471335,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bivalve molluscan shellfish, Deer Co-products, Farmed gone feral deer, Farmed gone feral goats, Farmed gone feral sheep, Fish, Game estate chamois, Game estate deer, Game estate sheep, Game estate tahr, Hides & Skins, Offal, Red meat, Wild chamois, Wild deer, Wild goats, Wild sheep, Wild tahr",,2025-08-22,,,
GARTH454/01,Applegarth Holdings Limited,"454 Maronan Road, Winslow RD 8",Ashburton,Ashburton District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens, Rearer laying chickens",,2023-09-14,,,
GAVIN2/01,Gavins Apiaries Limited,"1615 Mangakahia Road, Titoki",Whangarei,Whangarei District Council,,-35.731337,174.0454244,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Animal products (non-dairy), Bee products, Beeswax, Honey",,2018-09-26,,,
GBHE1/01,GBHE Limited,"731 Takaka-Collingwood Highway, Puramahoi",Takaka,Tasman District Council,,-40.7950096,172.7364322,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2021-01-12,,,
GCCPULL01/01,Tegel Foods Limited,615B Himatangi Beach Road,Himatangi Beach,Manawatu District Council,,-40.3768513,175.2430786,Risk Management Programme - Eggs,No,,Rearer laying chickens,,2023-10-26,Golden Coast Commercial,,
GF02/01,Goodman Fielder New Zealand Limited,2/8 Nelson Street,Auckland,Auckland Council,,-36.8458015,174.761156,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Dairy material, Dairy products",,2021-08-04,,,
GFA1/01,Golden Flow Apiaries Limited,832 Old Te Aroha Road,Matamata,Matamata-Piako District Council,,-37.8177812,175.8675639,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Comb honey, Honey",,2018-08-29,,,
GFR01/01,Mainland Poultry Limited,Pilbrow Road,GLENPARK,Waitaki District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens",,2020-04-24,Natural Chicken Company Limited,,
GG2/01,Gathered Game Limited,17 Pluto Road,Lumsden,Southland District Council,,0.0,0.0,"Risk Management Programme - Custom, Dual operator butcher",No,,"Animal products (non-dairy), Red meat, UCFM",,2024-11-28,,,
GGL1/01,Good Guise Limited,49 - 53 Holmes Street,Mossburn,Southland District Council,,0.0,0.0,Risk Management Programme - Dairy Products,No,,"Dairy material, Dairy products, Soft & semi-soft cheese (MSNF > 60%)",,2024-07-24,,,
GGLPH1/01,Groundwork Group LLC NZ Limited,"Mill Park Industrial Estate, 60 Factory Road",Mosgiel,Dunedin City Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Comb honey, Honey, Non-AP",,2022-10-21,Parakore Honey,,
GHEL17/01,Geraldine Honey Extraction Limited,44 Hawke Road,ORARI,Timaru District Council,,-44.1443458,171.2896155,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Honey",,2022-03-15,,,
GHL01/01,Grafters Honey Limited,"4 Walnut Way, Maungaraki",Lower Hutt,Hutt City Council,,-41.2141716,174.8793177,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax",,2019-07-24,,,
GHL02/01,Grafters Honey Limited,"57 Stanley Street,Wainuiomata",Lower Hutt,Hutt City Council,,-41.2739127,174.9447038,Risk Management Programme - Bee products - Bulk honey storage,No,,Bee products,,2024-07-31,Grafters,,
GK19/01,Gursift Investments Limited,"29-31 Andrew Baxter Drive,Mangere",Auckland,Auckland Council,,-36.9752515,174.780031,Risk Management Programme - Transport and Storage,No,,"Animal products (non-dairy), Dairy products",,2025-03-12,GK Logistics,,
GMBL1/01,Green Meadows Beef Limited,"Units 1 & 2, 58 Katere Road, Waiwhakaiho",New Plymouth,New Plymouth District Council,,0.0,0.0,Risk Management Programme - Custom,No,,Red meat,,2023-02-16,,,
GMHK1/01,Georgie Moleta Butcheress Limited,261 Packard Road,Takaka,Tasman District Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Fish, Red meat",,2022-08-08,,,
GMP20/01,GMP Dairy Limited,"20 Lorien Place,East Tamaki",Auckland,Auckland Council,,-36.9450363,174.8779557,Risk Management Programme - Transport and Storage,No,,"Animal products (non-dairy), Bee products, Dairy products, Non-AP",,2025-07-23,,,
GMS1/01,G and M Seafoods Limited,"20 Cloudy Bay Drive,Riverlands",MARLBOROUGH,Marlborough District Council,,-41.5414337,174.0216177,Risk Management Programme - Custom,No,,"Bivalve molluscan shellfish, Fish, Gastropods (other than paua), Paua",,2020-07-29,,,
GNPC1/01,GoodNoze Pet Cuisine Limited,2 Lincoln Street,Hamilton,Hamilton City Council,,-37.7887762,175.2597513,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Eggs, Fish, Possums, Poultry, Red meat",,2023-09-22,,,
GOF1/01,G.O. Farming Limited,"132 Guise Road, RD 1",Otautau,Southland District Council,,0.0,0.0,Risk Management Programme - Farm dairies - Domestic supply,No,,Dairy material,,2022-11-28,,,
GOGA1/01,Gordons Gardens Limited,"364 Mt Grey Road,RD2",Rangiora,Christchurch City Council,,0.0,0.0,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens",,2024-05-29,Gordons Gardens Free Range Egg Farm,,
GOL02/01,New Zealand Honey Wine Company Limited,"196 Foster Road, RD 1",Whakatane,Whakatane District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2017-03-16,Golden Grove Apiaries,,
GOLD13/01,Goldspree Limited,"37 Bond Road, RD 1",Gisborne,Gisborne District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2013-12-04,,,
GOLDFIELD9/01,Greenfield Nutrition Limited,"57E McLaughlins Road,Wiri",Auckland,Auckland Council,,-37.0019108,174.8494207,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Bivalve molluscan shellfish, Dairy products, Milk powders, Non-AP, Nutritional powders excl IF & FOF, Speciality powders, Whey products",,2024-08-20,,,
GOLDIES2/01,Outram Butchery Limited,"2 Mountfort Street,Outram",Dunedin,Dunedin City Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Red meat",,2014-11-19,,,
GOLDY1/01,Goldsworthy Apiaries Limited,"259 Main Road,Spring Grove",Brightwater,Tasman District Council,,0.0,0.0,Risk Management Programme - Bee Products Processing and Storage,No,,"Bee products, Beeswax, Comb honey, Honey",,2024-11-14,,,
GOOD1/01,The Goodtime Pie Co North Limited,"35 Turner Place, Onekawa",Napier,Napier City Council,,-39.498213,176.874996,Risk Management Programme - Custom,No,,Animal products (non-dairy),,2023-06-29,,,
GPJJ7/01,Five Feather Farm Limited,"596 Frasers Road, RD 8",Ashburton,Ashburton District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,"Day-old chicks, Eggs, Rearer laying chickens",,2022-03-08,,,
GPP1/01,Bryan Dennis Lester,39 North Street,Mokau,Waitomo District Council,,-38.6977906,174.6196008,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Red meat",,2019-09-17,Mokau Butchery,,
GPRBOOTH1/01,G.P.R. Booth Limited,"9 Lambert Street,Abbotsford",Dunedin,Dunedin City Council,,-45.8912442,170.416668,Risk Management Programme - Farm dairies - Domestic supply,No,,Dairy material,,2023-10-25,,,
GR8/01,Wildrose Apiaries Limited,"57 Nikau Lane, Hapuku",Kaikoura,Kaikoura District Council,,-42.329831,173.6650897,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2020-03-25,,,
GREENALL08/01,Larry David Greenall,114 Gordon Road,Mosgiel,Dunedin City Council,,-45.875981,170.3485999,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2009-01-30,Greenall's Butchery,,
GREENVALE2/01,Arataki Honey Limited,"299 Greenvale Road, Waikaka, RD 5",Gore,Gore District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Comb honey, Honey, Pollen",,2020-05-20,,,
GSF1/01,G & S Foods Limited,"15 Greig Lane, RD 1",Canvastown,Marlborough District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Bee products, Bee venom, Pollen, Propolis, Royal jelly",,2023-08-24,,,
GSR1885/01,Grant Redshaw & Sandra Redshaw,1885 Te Rahu Road,Te Awamutu,Waipa District Council,,-37.9817805,175.3595233,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax, Honey",,2022-03-11,GW & SM Redshaw,,
GVD01/01,Green Valley Dairies Limited,"206 Bell Road,Mangatawhiri",Pokeno,Waikato District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Butter, Dairy material, Dairy products, Fermented milk products, Milk & cream, Milk & cream based formulations",,2022-11-16,,,
GVFC1/01,Howard John and Irene Patricia Tiddy,735 Morrinsville-Tahuna Road,MANGATEPARU,Matamata-Piako District Council,,-37.5972859,175.502948,Risk Management Programme - Farm dairies - Export eligible milk,No,,Dairy material,,2022-11-22,,,
GVH7677/01,Jeffrey Allan Brand,203 Burnham Road,BURNHAM,Christchurch City Council,,-43.6224765,172.3193623,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Comb honey, Honey, Pollen",,2017-09-04,Greta Valley Honey,,
H4335/01,Brendon John Redfern,"886 Bidwills Cutting Road, RD 1",Greytown,South Wairarapa District Council,,0.0,0.0,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax",,2015-01-07,,,
HAIRTRAN1/01,Brian Hair,"54 Stratford Road, Manurewa",Auckland,Auckland Council,,-37.0133628,174.9201726,Risk Management Programme - Transport and Storage,No,,"Dairy material, Dairy products",,2023-03-20,B.D. Hair Transport,,
HAL163/01,Haines Apiaries (2007) Limited,162 North Road,Kaitaia,Far North District Council,,-35.0929475,173.2576279,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey, Propolis",,2015-09-11,,,
HALKETT22/01,Bluebird Ag Limited,22 Halkett Road,WEST MELTON,Christchurch City Council,,-43.5202801,172.3973431,Risk Management Programme - Eggs,No,,Eggs,,2024-05-08,,,
HALSWELL14/01,Halswell Butchery (2007) Limited,"490 Sparks Road,Halswell",Christchurch,Christchurch City Council,,-43.5854043,172.5714378,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Fish, Ostriches & emus, Poultry, Red meat",,2022-07-08,,,
HARPER06/01,Robert James Duncan Harper and Sabine Harper,"36 Mahau Road, Mahau Sound, RD 2",Picton,Marlborough District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2017-12-14,Sherrington Honey,,
HARTR01/01,Harrison Transport Limited,"6 Franklin Road,Bay View",Napier,Napier City Council,,-39.4174288,176.8694117,Risk Management Programme - Stores - Cold and Dry,No,,"Animal products (non-dairy), Dairy products, Non-AP, Wool - fibre",,2025-03-06,,,
HBEE2/01,Graeme Ross Narbey,59 Main North Road,Kaiapoi,Waimakariri District Council,,-43.4058381,172.6461578,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Animal products (non-dairy), Bee products, Beeswax, Honey",,2007-03-08,Waimak Apiaries,,
HBP1/01,Hawkes Bay Protein Limited,"850 Waitangi Road, Awatoto",Napier,Napier City Council,,-39.5468815,176.9190579,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Dried blood, Fish, Fish meal, Fish oil, Meat & bone meal, Red meat, Tallow",,2020-03-27,,,
HC2020/01,Happy Chicks Limited,"198A Devich Road, RD 5",Mangawhai,Kaipara District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2023-06-07,,,
HCET0525V1/01,Cone Peak Farms Limited,30 Ostler Road,Twizel,Mackenzie District Council,,-44.2652209,170.0785714,Risk Management Programme - Eggs,No,,Eggs,,2025-06-25,High Country Eggs Twizel,,
HCRMP888/01,Honey Centre Warkworth Limited,"7 Perry Road, RD 3",Warkworth,Auckland Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Beeswax, Fish oil, Pollen",,2014-09-22,,,
HDNZ888/01,Honey Droplet New Zealand Limited,106 Annavale Road,Springfield,Selwyn District Council,,-43.3318186,171.9200502,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Honey",,2021-08-26,,,
HE2/01,Better Eggs Limited,"318 Te Ore Ore Settlement Road,RD 6",Masterton,Masterton District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2021-11-18,,,
HEALTHPAK3/01,Health Pak Limited,"120 Hugo Johnston Drive, Penrose",Auckland,Auckland Council,,-36.925042,174.8236192,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,Honey,,2017-03-24,,,
HEATH5/01,Heathstock Apiaries Limited,"675 Broxton Road, RD 1",HAWARDEN,Hurunui District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Comb honey, Honey",,2022-01-31,,,
HECK23/01,Heck German Smallgoods Limited,"8A Kotua Place,Stoke",Nelson,Nelson City Council,,0.0,0.0,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Red meat, UCFM",,2023-09-05,,,
HEIHEI299/01,McLeod's Heihei Limited,"299 Fraser Road,RD 13",Hawera,South Taranaki District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens, Rearer laying chickens",,2025-04-16,McLeod's Heihei,,
HELLERS01/01,Hellers Limited,67 Main North Road,Kaiapoi,Waimakariri District Council,,-43.4040799,172.6455157,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Non-AP, Poultry, Red meat",,2021-03-09,,,
HELLERS02/01,Hellers Limited,"10 Ha Crescent, Wiri",Auckland,Auckland Council,,-37.0102204,174.8552192,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Poultry, Red meat",,2023-08-14,,,
HELLMANN23/01,Hellmann Worldwide Logistics Limited,"23 Landing Drive, Mangere",Auckland,Auckland Council,,-36.9882515,174.7771697,Risk Management Programme - Transport and Storage,No,,Animal products (non-dairy),,2022-07-19,,,
HENDON01/01,Michael Edward Hendon & Suzanne Mary Hendon,478 Oruawharo Road,Takapau,Central Hawkes Bay District Council,,-40.0233674,176.376786,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens, Rearer laying chickens",,2022-06-14,Hendon Eggs,,
HENFD1/01,Geoffrey Robert and Beth Isobel Henderson,926 Waipahi Highway,Gore,Gore District Council,,-46.0990733,169.0637786,"Risk Management Programme - Dairy - Liquid milk domestic supply, Farm dairies - Domestic supply",No,,"Dairy material, Dairy products, Milk & cream",,2022-11-21,Henderson Dairy,,
HENRY5/01,Henry's Poultry Limited,23 Hamaria Road,Levin,Horowhenua District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Chickens, Layer hens, Poultry",,2023-03-16,,,
HENZ1/01,Honey Extraction (NZ) Limited,443 Belk Road,Tauranga,Tauranga City Council,,-37.7894837,176.0931716,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2017-04-20,,,
HERO1/01,Hero International Trading Limited,"8 Kawakawa Place, Westgate",Auckland,Auckland Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bivalve molluscan shellfish, Crustaceans (including rock lobsters), Fish, Non-AP, Poultry, Red meat",,2022-11-22,Hero International,,
HESSEL1/01,Hessels Poultry Farm Limited,148 State Highway 1,Foxton,Horowhenua District Council,,-40.4632358,175.2903279,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens, Rearer laying chickens",,2022-01-26,,,
HF1/01,Better Eggs Limited,"43 Vospers Road,RD2, Lichfield",Putaruru,Hamilton City Council,,0.0,0.0,"Risk Management Programme - Custom, Eggs",No,,Eggs,,2021-11-18,,,
HFNZ01/01,Hilton Foods New Zealand Limited,"11 Puaki Drive, Wiri",Auckland,Auckland Council,,-37.0026309,174.8543462,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bivalve molluscan shellfish, Farmed fish, Fish, Poultry, Red meat",,2023-05-15,,,
HGFR01/01,Mainland Poultry Limited,"1555 Horse Range Road, Hillgrove",Palmerston,Waitaki District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,"Eggs, Layer chickens, Rearer laying chickens",,2021-12-07,Mainland Poultry,,
HH01/01,Huttons Honey Limited,"68 Scarborough Road, RD 1",Timaru,Timaru District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Comb honey, Honey",,2022-08-19,,,
HH1/01,Orchard Valley Farms Limited,108-114 Maxwell Road,MARAMARUA,Hauraki District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2022-06-27,,,
HHEALTH1/01,Harvest Health Limited,631 Hoyle Road,Arapohue,Kaipara District Council,,-35.9844629,174.0104068,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2024-03-19,,,
HHF1/01,Holthuizer Farm NZ Limited,"879 Hutchinson Road,RD 1",Morrinsville,Matamata-Piako District Council,,0.0,0.0,Risk Management Programme - Farm dairies - Export eligible milk,No,,Dairy material,,2023-11-16,,,
HHL103/01,Happy Hennz Limited,"103 Solway Crescent,Solway",Masterton,,,-40.9652463,175.6177724,Risk Management Programme - Eggs,No,,Eggs,,2025-01-30,,,
HHL342/01,Haywards Honey Limited,299 Boat Harbour Road,Whenuakite,Thames-Coromandel District Council,,-36.9157964,175.8119992,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2014-04-22,,,
HHMC1/01,Happy Herd Milk Company Limited,28 Lismore Street,Christchurch,Christchurch City Council,,-43.5434917,172.6524077,Risk Management Programme - Farm dairies - Domestic supply,No,,Dairy material,,2022-04-13,,,
HHT4/01,A & J Tatham Partnership,2768 Homewood Road,Masterton,Masterton District Council,,-41.1727338,175.9796169,Risk Management Programme - Bee products - Bulk honey storage,No,,Bee products,,2021-01-12,Kaiwhata Farm/Homewood Honey,,
HIKU1/01,Hikutaia Honey Limited,448 Woodlands Road,Opotiki,Opotiki District Council,,-38.050069,177.2647829,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2011-01-21,,,
HILL1/01,Extraction Greytown Limited,227 West Street,Greytown,South Wairarapa District Council,,-41.089461,175.4488046,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2023-09-14,,,
HILLSIDE01/01,Hillside Honey Limited,163 Ford Road,Maungaturoto,Kaipara District Council,,0.0,0.0,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax, Comb honey, Honey",,2022-12-09,,,
HLF1/01,BEL Apiaries Limited,244A Pukepoto Road,Kaitaia,Far North District Council,,0.0,0.0,Risk Management Programme - Bee products - Bulk honey storage,No,,"Bee products, Beeswax",,2023-10-06,,,
HNTRSBNTY1/01,Hunter's Bounty Limited,"929 Mangakahia Road,RD 9",Whangarei,Whangarei District Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Possums",,2025-08-25,,,
HNYB33/01,Terrace Apiaries Limited,"8 Glentui Bush Road,RD1",Oxford,Waimakariri District Council,,0.0,0.0,Risk Management Programme - Bee Products Processing and Storage,No,,"Bee products, Beeswax, Honey",,2025-09-25,,,
HNZ06/01,Honey New Zealand (International) Limited,"196 Airport Road, RD 2",Hamilton,Hamilton City Council,,0.0,0.0,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Comb honey, Non-AP, Propolis, Royal jelly",,2023-09-15,,,
HOG2/01,Hog Haulage Limited,"20-24 Ngawha Place,Tauhara",Taupo,Taupo District Council,,0.0,0.0,Risk Management Programme - Transport and Storage,No,,"Animal products (non-dairy), Non-AP",,2025-09-25,,,
HOHEPA08/01,Hohepa Homes Trust Board,363 State Highway 51,Clive,Hastings District Council,,-39.5721346,176.920186,"Risk Management Programme - Dairy - Cheese domestic supply, Dairy - Yoghurt domestic supply, Farm dairies - Domestic supply",No,,"Cream cheese, Dairy material, Dairy products, Fermented milk products, Firm and hard cheese (MSNF < 60%), Soft & semi-soft cheese (MSNF > 60%), Whey products",,2023-02-21,,,
HOMEGROWN2/01,Homegrown Butcher and Pantry Limited,"437B Queen Street, Kuripuni",Masterton,Masterton District Council,,-40.958309,175.6482937,Risk Management Programme - Dual operator butcher,No,,"Animal products (non-dairy), Poultry, Red meat",,2022-06-29,,,
HON4EY/01,Adamson's Apiary Limited,151 McPherson Road,Alexandra,Central Otago District Council,,-45.2295677,169.3501418,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Comb honey, Honey",,2017-03-17,Wildpure Limited,,
HONCOM04/01,Taylor Pass Honey Co Limited,"829 Taylor Pass Road, RD4",Blenheim,Marlborough District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Animal products (non-dairy), Bee products, Comb honey, Non-AP",,2023-04-04,,,
HONEY1/01,Smiths Honey Limited,"5079 Kurow-Duntroon Road, Kurow",OTIAKE,Waitaki District Council,,-44.7809138,170.5179756,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Beeswax, Honey",,2022-11-18,,,
HONEY309/01,Andrew John Williams & Susan Claire Williams,"1644 The 309 Road, RD 1",Whitianga,Thames-Coromandel District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2023-03-10,309 Honey,,
HONEY4U2/01,William Walter Adamson & Eileen June Adamson,"7189 Wedderburn-Becks Road, Wedderburn",Ranfurly,Central Otago District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2013-12-02,,,
HONEY4US/01,Scenicland Apiaries Limited,"221 Otira Highway, Kumara Junction",Greymouth,Grey District Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2023-07-26,,,
HONEYPAI02/01,Honey Pai Limited,195 Puketona Road,Paihia,Far North District Council,,-35.2847088,174.0677334,Risk Management Programme - Bee products - Bulk honey storage,No,,Bee products,,2025-06-18,Honey Paihia,,
HONEYSOL1/01,Honey Solutions Limited,37 Howell Road,TANEATUA,Whakatane District Council,,-38.0608984,177.0073842,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Animal products (non-dairy), Bee products, Beeswax, Deer Velvet, Non-AP",,2020-01-15,,,
HRH16/01,Hanmer River Honey Limited,26 Medway Road,Hanmer Springs,Hurunui District Council,,-42.578945,172.7899297,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax",,2021-05-10,,,
HRSL1/01,Human Resource Service Limited,9 Raycroft Street,Christchurch,Christchurch City Council,,-43.5474976,172.655393,Risk Management Programme - Custom,No,,"Animal products (non-dairy), Bee products, Deer Velvet",,2020-01-17,,,
HRTL2/01,Hall's Refrigerated Transport Limited,"1 Spartan Road, Takanini",Auckland,Auckland Council,,-37.037296,174.913011,Risk Management Programme - Transport and Storage,No,,"Animal products (non-dairy), Dairy material, Dairy products",,2023-03-09,,,
HRTL3/01,Hall's Refrigerated Transport Limited,"632 Main South Road, Islington",Christchurch,Christchurch City Council,,-43.5467925,172.4968318,Risk Management Programme - Transport and Storage,No,,Animal products (non-dairy),,2023-09-15,,,
HUGHES1/01,Hughes Transport (2008) Limited,"9 Matukutururu Road,Wiri",Auckland,Auckland Council,,-37.0068583,174.8581135,Risk Management Programme - Transport - Animal material and animal products,No,,"Animal products (non-dairy), Dairy material, Dairy products",,2023-07-28,,,
HURUNUI303/01,Belinda and Matthew Rutherford,303 Leslie Hills Road,Culverden,Hurunui District Council,,0.0,0.0,Risk Management Programme - Eggs,No,,Eggs,,2023-10-04,,,
HVH111/01,NZ Honey Group Limited,"520 Great South Road, Papakura",Auckland,Auckland Council,,-37.0894702,174.9444816,Risk Management Programme - Bee products - Bulk honey storage,No,,Bee products,,2023-03-15,,,
HVNZL3/01,100% Pure New Zealand Honey Limited,"15 Treneglos Street, Washdyke",Timaru,Timaru District Council,,-44.3523201,171.2439762,"Risk Management Programme - Bee products - Honey and dried pollen processing, Custom",No,,Bee products,,2023-03-01,,,
HYS6/01,Hyslop Foods Limited,"67 Neills Road, Greenpark, RD 2",Christchurch,Christchurch City Council,,0.0,0.0,Risk Management Programme - Bee products - Honey and dried pollen processing,No,,"Bee products, Beeswax, Honey",,2019-04-30,,,
IBMA1/01,Isla Bank Butchery Limited,221 Wallacetown Lorneville Highway,Invercargill,,,-46.3442911,168.3428341,Risk Management Programme - Micro Abattoir,No,,"Cattle, Farmed goats, Farmed pigs, Sheep",,2025-07-08,The Grocer,,
ICEPAK01/01,Icepak Limited,"20 Paisley Place, Mount Wellington",Auckland,Auckland Council,,-36.9184919,174.8541146,Risk Management Programme - Stores - Cold and Dry,No,,"Animal products (non-dairy), Dairy products, Non-AP",,2022-06-15,,,
